ID,Team_Name,City,State,Mascot,PrimaryColor,SecondaryColor,Stadium,YearFounded,Conference,Division,Website,LogoURL,LastUpdated,PhotoUrl,TertiaryColor,School_Logo_URL
1,The Woodlands (TX),The Woodlands,TX,Highlanders,#003366,#FF0000,Woodforest Bank Stadium,1976,5A,District 13,https://www.thewoodlandshighschool.com,images/Teams/TX/TheWoodlands/TheWoodlandsLogo.jpg,2024-09-15,images/Teams/TX/TheWoodlands/TheWoodlandsTeamPhoto.jpg,#FFFFFF,images/Schools/TX/TheWoodlands/SchoolLogo.jpg
