55,Indianapolis Bishop Chatard (IN),33.279,33.484,.875,29.379,-1.310,(IN),50
56,Houston Lamar (TX),33.275,33.304,.858,29.406,-.853,(TX),65
57,Honolulu Punahou (HI),33.188,32.837,1.038,30.301,-.324,(HI),54
58,Greenwood Village Cherry Creek (CO),33.028,32.513,.995,29.122,-.462,(CO),58
59,Houston Memorial (TX),32.801,32.509,.905,28.061,-3.249,(TX),53
60,Waco Consolidated (TX),32.753,32.953,.736,30.776,.825,(TX),59
61,Converse Judson (TX),32.593,32.217,.829,32.344,2.384,(TX),59
62,Lawton (OK),32.512,32.428,.825,30.174,1.175,(OK),73
63,San Angelo Central (TX),32.480,32.184,.883,31.210,1.829,(TX),58
64,Fort Walton Beach Choctawhatchee (FL),32.453,32.593,.816,30.682,.839,(FL),60
65,Amarillo Tascosa (TX),32.379,32.716,.786,29.037,-.468,(TX),62
66,Omaha Creighton Preparatory (NE),32.301,31.879,.793,27.293,-1.194,(NE),53
67,Baton Rouge Catholic (LA),32.200,31.843,.887,28.186,-.663,(LA),74
68,Sherman (TX),32.164,32.742,.891,30.007,1.400,(TX),63
69,Anaheim Servite (CA),32.147,31.795,.918,29.376,.770,(CA),59
70,Lubbock Monterey (TX),32.068,31.426,.864,29.537,.390,(TX),53
71,Belle Glades Central (FL),32.058,31.775,.687,28.122,-1.054,(FL),62
72,Meridian (MS),32.023,31.673,.945,28.102,-.558,(MS),71
73,Jenks (OK),31.939,31.414,.664,30.114,.343,(OK),61
74,Pine Bluff (AR),31.726,31.882,.828,29.239,.746,(AR),55
75,Boutte Hahnville (LA),31.714,31.711,.743,29.157,-.151,(LA),62
76,Lake City Columbia (FL),31.680,31.455,.783,29.396,.638,(FL),62
77,New Orleans Holy Cross (LA),31.675,31.347,.826,28.507,.442,(LA),55
78,Honolulu Kamehameha (HI),31.591,31.417,.989,27.239,-1.763,(HI),52
79,Kilgore (TX),31.588,31.532,.866,28.252,-.155,(TX),66
80,Boise Capital (ID),31.553,31.595,.905,31.097,3.007,(ID),57
81,Mechanicsburg Cumberland Valley (PA),31.399,31.278,.839,28.186,.401,(PA),52
82,Birmingham Brother Rice (MI),31.281,30.993,1.018,27.477,-.751,(MI),57
83,Philadelphia Saint Joseph's Prep (PA),31.258,31.134,.832,28.229,.820,(PA),67
84,Plano (TX),31.197,31.434,.850,28.197,.499,(TX),64
85,Fort Smith Southside (AR),31.157,30.915,.824,28.003,-.560,(AR),55
86,Cincinnati Elder (OH),31.106,31.099,.823,27.230,.281,(OH),92
87,Athens Cedar Shoals (GA),31.078,31.263,.789,28.352,-1.250,(GA),51
88,Marshall (TX),31.031,30.928,.800,29.069,1.301,(TX),73
89,Cincinnati Colerain (OH),30.921,31.175,.689,27.673,.474,(OH),67
90,Dallas South Oak Cliff (TX),30.904,30.773,.747,28.465,.754,(TX),75
91,Memphis University (TN),30.904,30.835,.595,28.393,1.966,(TN),68
92,Mobile Murphy (AL),30.861,31.059,.845,28.561,.308,(AL),58
93,Hattiesburg (MS),30.849,31.117,.769,28.575,.402,(MS),70
94,Salt Lake City East (UT),30.796,30.428,.771,27.631,1.363,(UT),50
95,East Saint Louis (IL),30.591,30.386,.731,29.436,2.261,(IL),82
96,Oak Ridge (TN),30.587,30.272,.853,28.459,1.712,(TN),50
97,Kansas City Rockhurst (MO),30.549,30.226,.709,27.183,-.373,(MO),72
98,Mentor (OH),30.544,30.672,.794,28.918,1.352,(OH),56
99,Odessa (TX),30.456,30.576,.785,28.707,1.379,(TX),54
100,Lutcher (LA),30.455,30.289,.836,28.010,.535,(LA),53
101,Little Rock Central (AR),30.297,30.059,.854,26.772,1.524,(AR),76
102,Memphis Whitehaven (TN),30.270,30.304,.675,26.443,-.394,(TN),52
103,Greenwood (SC),30.218,29.740,.847,27.856,.122,(SC),66
104,Memphis Christian Brothers (TN),30.196,30.514,.824,25.670,-.890,(TN),58
105,Muskogee (OK),30.091,30.030,.684,28.892,2.371,(OK),69
106,Columbus Saint Francis de Sales (OH),30.089,30.392,.774,26.798,-1.153,(OH),56
107,Maryville (TN),30.089,29.831,.832,27.987,1.503,(TN),60
108,Carmel (IN),30.067,29.783,.779,27.913,1.219,(IN),67
109,Irving MacArthur (TX),30.039,30.475,.757,28.444,.327,(TX),50
110,Fort Smith Northside (AR),30.011,29.999,.828,27.292,1.706,(AR),86
111,Greenwich (CT),29.988,29.300,.841,27.989,2.579,(CT),65
112,Cleveland Saint Ignatius (OH),29.904,29.565,.840,27.645,2.354,(OH),100
113,Nashville Montgomery Bell Academy (TN),29.886,29.805,.867,29.045,2.453,(TN),77
114,Gulfport (MS),29.877,29.650,.829,27.639,.483,(MS),74
115,Nederland (TX),29.847,29.929,.793,27.642,1.100,(TX),55
116,Jacksonville Bolles (FL),29.788,29.535,.642,28.908,1.933,(FL),62
117,Oak Park-River Forest (IL),29.654,29.517,.675,29.070,2.787,(IL),63
118,Monroe Ouachita Parish (LA),29.569,29.398,.743,28.278,1.636,(LA),57
119,Andover Phillips Academy (MA),29.540,29.573,.787,25.393,-.397,(MA),139
120,McKeesport (PA),29.520,29.740,.799,27.457,2.279,(PA),79
121,Naperville Central (IL),29.494,29.717,.713,27.932,.602,(IL),54
122,Lawrenceville School (NJ),29.490,29.546,.851,27.475,3.586,(NJ),93
123,Fort Lauderdale Cardinal Gibbons (FL),29.484,29.454,.753,27.552,.128,(FL),50
124,Columbus Upper Arlington (OH),29.470,29.631,.717,26.063,.905,(OH),86
125,Kingsland Camden County (GA),29.368,29.095,.634,28.344,.817,(GA),57
126,Long Beach Poly (CA),29.361,28.891,.677,27.489,2.008,(CA),76
127,Midland (TX),29.324,29.643,.762,29.305,3.621,(TX),64
128,La Marque (TX),29.298,29.469,.804,26.871,.143,(TX),63
129,Manheim Central (PA),29.283,28.570,.648,28.813,2.960,(PA),54
130,Garland (TX),29.252,29.105,.754,27.156,1.420,(TX),85
131,Indianapolis North Central (IN),29.210,29.148,.750,28.037,1.887,(IN),55
132,Easton Area (PA),29.174,29.128,.852,26.345,2.661,(PA),112
133,Huber Heights Wayne (OH),29.173,29.289,.743,28.853,2.149,(OH),54
134,Jacksonville Lee (FL),29.129,28.720,.781,26.621,.929,(FL),66
135,Neptune Beach Fletcher (FL),29.053,28.753,.657,26.905,.163,(FL),50
136,Cincinnati Saint Xavier (OH),29.020,28.948,.740,25.253,.384,(OH),95
137,Coral Gables (FL),29.016,28.866,.798,25.090,-.159,(FL),66
138,Corsicana (TX),28.918,28.745,.750,27.462,2.326,(TX),103
139,Denver Mullen (CO),28.912,28.726,.634,28.973,2.923,(CO),56
140,Los Angeles Loyola (CA),28.888,28.883,.858,24.964,.014,(CA),60
141,Brownwood (TX),28.867,28.863,.713,28.268,3.201,(TX),108
142,Louisville (MS),28.857,28.527,.653,27.284,.928,(MS),64
143,State College (PA),28.850,28.517,.807,27.065,3.146,(PA),60
144,Prattville (AL),28.826,28.731,.692,27.366,.557,(AL),51
145,Laurel Watkins (MS),28.806,28.744,.745,25.456,.141,(MS),52
146,Bradenton Southeast (FL),28.775,28.728,.712,26.706,.427,(FL),59
147,Beaumont Central (TX),28.754,28.838,.805,26.520,.525,(TX),93
148,Charlotte Independence (NC),28.639,28.844,.596,30.501,2.131,(NC),52
149,Waxahachie (TX),28.626,28.562,.665,27.966,3.579,(TX),57
150,Miami Jackson (FL),28.609,28.885,.761,25.404,-.068,(FL),56
151,Greensboro Page (NC),28.577,28.651,.685,29.180,1.068,(NC),56
152,Houston Yates (TX),28.576,28.440,.784,28.409,1.153,(TX),55
153,Harrisburg Central Dauphin (PA),28.555,28.374,.750,26.797,2.557,(PA),78
154,Chicago Mount Carmel (IL),28.554,28.491,.740,25.851,1.410,(IL),86
155,Bellflower Saint John Bosco (CA),28.521,28.354,.666,29.274,3.505,(CA),57
156,Bossier City Airline (LA),28.475,28.229,.672,27.622,1.282,(LA),56
157,Austin (TX),28.427,28.229,.654,27.939,3.130,(TX),115
158,Hampton (VA),28.360,28.348,.674,26.615,1.599,(VA),90
159,North Canton Hoover (OH),28.315,28.118,.703,27.009,1.634,(OH),54
160,Montclair (NJ),28.278,28.375,.845,26.363,3.212,(NJ),84
161,Chattanooga Baylor (TN),28.224,27.875,.733,25.375,2.678,(TN),110
162,Columbus Bishop Watterson (OH),28.210,28.453,.703,25.681,.730,(OH),62
163,Akron Saint Vincent-Saint Mary (OH),28.169,27.854,.711,25.012,.014,(OH),66
164,Jefferson Hills Thomas Jefferson (PA),28.164,27.901,.630,27.417,2.087,(PA),55
165,Apopka (FL),28.155,28.029,.638,28.217,2.111,(FL),66
166,Harvey West Jefferson (LA),28.097,28.110,.695,26.706,1.673,(LA),58
167,Dallas Kimball (TX),28.074,27.478,.658,27.424,1.657,(TX),59
168,Philadelphia William Penn Charter (PA),28.028,28.503,.740,27.325,4.081,(PA),82
169,Fayetteville (AR),27.999,27.845,.675,27.716,2.862,(AR),72
170,Eight Mile Blount (AL),27.966,27.546,.632,26.277,.856,(AL),60
171,Thomasville (GA),27.927,27.945,.737,27.206,1.554,(GA),52
172,Homestead South Dade (FL),27.922,28.270,.663,25.110,-.167,(FL),55
173,Detroit Catholic Central (MI),27.901,27.950,.845,24.854,1.167,(MI),75
174,Evanston (IL),27.812,27.813,.594,25.845,2.281,(IL),80
175,Kingsport Dobyns-Bennett (TN),27.805,27.883,.779,26.856,3.499,(TN),67
176,Laurel (MS),27.803,27.911,.639,26.884,.394,(MS),75
177,Highland Springs (VA),27.780,27.985,.593,26.508,.724,(VA),62
178,Pottstown Hill School (PA),27.776,28.068,.845,26.520,4.366,(PA),78
179,Anderson T.L. Hanna (SC),27.768,27.735,.729,28.603,2.398,(SC),55
180,Lewisville (TX),27.679,27.486,.761,26.833,2.775,(TX),64
181,Decatur Southwest DeKalb (GA),27.671,27.676,.628,24.744,.504,(GA),67
182,Eden Prairie (MN),27.664,27.372,.690,26.867,.412,(MN),56
183,Mobile McGill-Toolen (AL),27.659,27.529,.683,26.486,.989,(AL),59
184,Bryan (TX),27.657,27.882,.657,26.190,2.364,(TX),105
185,Massillon Perry (OH),27.622,28.093,.723,26.062,1.289,(OH),53
186,Florissant Hazelwood Central (MO),27.612,27.591,.559,25.129,-.313,(MO),54
187,McKinney (TX),27.561,27.697,.727,27.238,3.360,(TX),76
188,Montgomery Carver (AL),27.549,27.611,.637,26.022,1.052,(AL),52
189,Fort Wayne Bishop Dwenger (IN),27.536,27.341,.623,26.907,1.396,(IN),52
190,Bloomington South (IN),27.429,27.443,.602,27.665,2.345,(IN),53
191,Arlington Sam Houston (TX),27.398,27.585,.628,28.537,3.266,(TX),58
192,Kennesaw North Cobb (GA),27.387,27.456,.516,26.843,1.125,(GA),53
193,Columbus Carver (GA),27.315,27.130,.581,26.403,1.780,(GA),59
194,Cleveland Benedictine (OH),27.301,27.126,.664,26.590,3.641,(OH),82
195,Northport Tuscaloosa County (AL),27.295,27.607,.732,25.989,.902,(AL),53
196,Centerville (OH),27.181,26.856,.668,27.338,3.714,(OH),66
197,Warren G. Harding (OH),27.169,27.176,.710,26.016,2.587,(OH),57
198,Oxford (AL),27.153,26.864,.638,26.966,2.094,(AL),54
199,Pascagoula (MS),27.105,26.887,.746,25.874,1.064,(MS),53
200,Amite (LA),27.075,26.811,.676,25.050,1.666,(LA),72
201,Opelika (AL),27.070,27.137,.591,26.519,1.547,(AL),54
202,Lincoln Southeast (NE),27.053,27.142,.637,23.392,.070,(NE),52
203,Indianapolis Lawrence Central (IN),27.050,26.851,.591,26.818,2.696,(IN),59
204,Clute Brazoswood (TX),27.024,26.902,.662,26.217,.895,(TX),52
205,Miami Edison (FL),26.988,26.911,.661,25.421,1.620,(FL),59
206,Louisville Male (KY),26.936,26.818,.663,26.384,4.698,(KY),90
207,North Augusta (SC),26.899,27.006,.724,25.747,1.214,(SC),51
208,Chattanooga McCallie (TN),26.844,26.722,.669,24.888,2.931,(TN),109
209,Central Daniel (SC),26.829,26.580,.692,26.586,1.830,(SC),61
210,Hamilton Badin (OH),26.784,26.832,.699,25.208,1.363,(OH),52
211,Chicago Brother Rice (IL),26.773,26.614,.637,25.120,1.170,(IL),60
212,Glen Ellyn Glenbard West (IL),26.739,26.545,.556,25.982,2.618,(IL),70
213,Hurst Bell (TX),26.726,26.704,.676,25.958,1.804,(TX),56
214,Gainesville (FL),26.708,27.109,.609,25.419,1.909,(FL),71
215,Savannah Benedictine Military (GA),26.629,26.303,.630,26.072,2.735,(GA),58
216,Enid (OK),26.606,26.560,.590,26.099,3.261,(OK),84
217,Galveston Ball (TX),26.596,26.879,.737,27.429,3.667,(TX),81
218,Middletown (OH),26.476,26.206,.604,27.368,4.747,(OH),71
219,Harrisburg Bishop McDevitt (PA),26.476,26.205,.647,26.601,3.886,(PA),70
220,Dallas Jesuit (TX),26.401,26.466,.614,27.508,4.585,(TX),71
221,Baytown Lee (TX),26.390,26.453,.721,25.753,2.907,(TX),96
222,Evansville Reitz (IN),26.305,25.883,.571,27.238,4.700,(IN),80
223,Greer (SC),26.293,26.095,.675,27.376,3.218,(SC),62
224,Lawrence (KS),26.284,26.084,.572,25.941,2.902,(KS),80
225,Parkersburg (WV),26.259,26.411,.602,26.255,3.905,(WV),77
226,La Mesa Helix (CA),26.233,26.115,.667,27.145,2.916,(CA),58
227,Brunswick (GA),26.175,26.171,.512,27.938,2.920,(GA),51
228,Kernersville East Forsyth (NC),26.152,26.484,.619,27.864,3.042,(NC),52
229,Homewood-Flossmoor (IL),26.141,25.924,.541,26.310,2.510,(IL),54
230,Elkhorn (NE),26.063,26.171,.557,27.257,4.117,(NE),60
231,Columbia Irmo (SC),26.043,25.775,.625,26.236,1.842,(SC),59
232,Wichita Falls (TX),26.020,26.265,.728,26.720,4.068,(TX),50
233,Dillon (SC),25.999,25.944,.645,25.706,1.776,(SC),62
234,Phillipsburg (NJ),25.997,26.111,.738,24.799,2.726,(NJ),71
235,Amarillo Palo Duro (TX),25.988,26.066,.610,25.979,3.154,(TX),65
236,Broken Arrow (OK),25.927,25.805,.405,25.522,2.064,(OK),74
237,Daytona Beach Mainland (FL),25.920,26.158,.489,25.793,2.483,(FL),75
238,Blue Springs (MO),25.891,25.826,.527,28.173,3.862,(MO),58
239,Everett (MA),25.890,25.818,.701,25.500,3.314,(MA),104
240,Texarkana (AR),25.868,25.665,.712,25.693,2.720,(AR),53
241,Denison (TX),25.784,26.088,.630,26.987,4.826,(TX),99
242,Atlanta Marist (GA),25.741,25.825,.650,25.055,3.290,(GA),108
243,Merrillville (IN),25.724,26.034,.581,24.802,2.336,(IN),56
244,Clayton Northmont (OH),25.714,26.293,.644,26.132,2.797,(OH),55
245,Kissimmee Osceola (FL),25.682,25.674,.649,24.182,1.683,(FL),65
246,Troy (OH),25.675,25.609,.623,26.335,4.181,(OH),54
247,Grand Rapids Catholic Central (MI),25.657,25.348,.636,24.825,2.599,(MI),67
248,Naples (FL),25.652,25.964,.373,27.560,2.969,(FL),51
249,Bethlehem Catholic (PA),25.540,25.689,.563,25.321,3.842,(PA),72
250,Pensacola (FL),25.534,25.946,.510,24.238,.835,(FL),59
251,Harmony Seneca Valley (PA),25.523,25.439,.609,25.160,2.338,(PA),53
252,Covington (LA),25.509,25.468,.703,24.327,2.160,(LA),62
253,Williamsport (PA),25.400,25.295,.702,26.153,6.081,(PA),68
254,Boise Borah (ID),25.397,25.252,.711,27.481,6.095,(ID),62
255,Fort Myers (FL),25.393,25.437,.561,25.637,3.023,(FL),66
256,Birmingham Huffman (AL),25.359,25.370,.653,26.169,2.076,(AL),52
257,Lake Wales (FL),25.334,24.955,.506,25.693,2.739,(FL),62
258,Greensboro Dudley (NC),25.327,25.574,.481,25.788,1.126,(NC),56
259,New Orleans Easton (LA),25.314,25.379,.541,25.484,4.469,(LA),60
260,Beaumont (TX),25.293,25.091,.659,24.257,4.715,(TX),65
261,Folsom Ridley (PA),25.276,24.929,.763,24.421,3.729,(PA),73
262,Oklahoma City Putnam City (OK),25.212,25.466,.612,25.359,2.840,(OK),53
263,Lake Charles LaGrange (LA),25.194,25.145,.542,24.552,2.253,(LA),59
264,Breaux Bridge (LA),25.161,25.174,.525,25.158,1.308,(LA),54
265,Bakersfield (CA),25.153,25.149,.632,26.095,4.703,(CA),91
266,Erie Cathedral Prep (PA),25.134,25.031,.582,25.491,4.475,(PA),78
267,Enterprise (AL),25.102,25.022,.575,26.063,3.654,(AL),83
268,El Dorado (AR),25.090,24.872,.639,24.752,3.483,(AR),82
269,Bessemer City Jess Lanier (AL),25.053,25.084,.613,24.187,2.208,(AL),108
270,West Orange Seton Hall Prep (NJ),24.932,25.005,.726,24.975,4.409,(NJ),51
271,Gardendale (AL),24.931,25.414,.624,26.625,3.057,(AL),52
272,Haltom City (TX),24.883,24.600,.512,25.767,3.658,(TX),58
273,Cleburne (TX),24.878,24.800,.582,26.574,5.232,(TX),103
274,Kaysville Davis (UT),24.877,25.055,.804,25.255,3.242,(UT),62
275,Nashville Father Ryan (TN),24.859,25.128,.628,23.757,2.697,(TN),56
276,Covington Saint Paul (LA),24.843,24.859,.590,26.633,3.421,(LA),54
277,Miami (FL),24.843,24.999,.647,23.810,2.590,(FL),60
278,LaGrange Lyons (IL),24.829,24.814,.540,24.094,2.810,(IL),72
279,Malvern Prep (PA),24.824,24.537,.649,24.127,3.053,(PA),60
280,Conway (AR),24.805,25.204,.584,24.748,3.086,(AR),74
281,Atlanta Westminster (GA),24.776,24.429,.547,23.837,1.315,(GA),69
282,Atlanta Douglass (GA),24.773,24.894,.574,24.777,1.896,(GA),54
283,Kettering Fairmont (OH),24.769,24.594,.695,23.665,2.024,(OH),53
284,Deer Park (TX),24.767,24.753,.556,25.366,3.945,(TX),74
285,Lakeland Kathleen (FL),24.755,24.885,.472,25.507,2.764,(FL),56
286,Henderson (TX),24.741,24.663,.570,25.396,3.607,(TX),72
287,Baton Rouge Istrouma (LA),24.736,24.484,.685,24.750,4.119,(LA),77
288,Del City (OK),24.710,24.744,.573,26.051,3.564,(OK),59
289,Aliquippa (PA),24.697,24.682,.654,23.865,4.372,(PA),112
290,Fond du Lac Saint Mary's Springs (WI),24.678,24.686,.554,25.291,2.559,(WI),51
291,Biloxi (MS),24.659,24.490,.566,24.587,3.211,(MS),101
292,Jennings (LA),24.658,24.691,.560,26.041,4.125,(LA),63
293,College Park Woodward Academy (GA),24.602,24.497,.525,24.324,3.194,(GA),108
294,Auburndale (FL),24.577,24.465,.544,24.531,3.463,(FL),72
295,Iowa City (IA),24.575,24.395,.478,24.830,3.806,(IA),80
296,Belton-Honea Path (SC),24.570,24.501,.560,25.588,2.176,(SC),52
297,Fishers Hamilton Southeastern (IN),24.480,24.433,.539,25.119,1.981,(IN),50
298,Jefferson City (MO),24.473,24.380,.543,26.221,5.209,(MO),71
299,Johnston Strom Thurmond (SC),24.430,24.437,.557,25.181,2.491,(SC),53
300,Bogalusa (LA),24.428,24.573,.628,23.737,3.601,(LA),88
301,Morristown Delbarton (NJ),24.407,24.542,.543,24.692,3.436,(NJ),52
302,Allentown Parkland (PA),24.402,24.260,.562,24.818,3.724,(PA),69
303,Chicago Marist (IL),24.399,24.721,.438,25.093,2.379,(IL),53
304,New Braunfels (TX),24.372,24.738,.535,25.563,4.382,(TX),54
305,Largo (FL),24.319,24.414,.466,24.484,2.303,(FL),54
306,Garner Magnet (NC),24.312,24.239,.469,26.777,4.454,(NC),57
307,Cleveland (TN),24.309,24.539,.554,26.186,5.063,(TN),56
308,New Iberia (LA),24.293,24.514,.512,25.889,3.819,(LA),50
309,Conroe (TX),24.276,24.313,.628,26.170,6.091,(TX),95
310,Hobart (IN),24.274,23.881,.508,24.505,3.818,(IN),66
311,Gahanna-Lincoln (OH),24.272,24.718,.632,24.950,3.857,(OH),66
312,Hampton Bethel (VA),24.272,24.205,.612,24.204,1.758,(VA),50
313,Downers Grove South (IL),24.266,24.487,.529,24.877,2.944,(IL),52
314,Breckenridge (TX),24.262,24.480,.553,26.268,5.532,(TX),98
315,Houston Madison (TX),24.255,24.278,.616,27.068,4.250,(TX),50
316,Honolulu 'Iolani (HI),24.244,24.092,.743,25.330,3.205,(HI),52
317,Moss Point (MS),24.222,24.265,.558,25.030,3.255,(MS),58
318,Massillon Jackson (OH),24.215,24.227,.535,24.693,3.193,(OH),55
319,Montgomery Lanier (AL),24.180,24.151,.511,23.825,1.983,(AL),70
320,Blakely Early County (GA),24.169,24.430,.509,25.665,2.827,(GA),54
321,Griffin (GA),24.159,24.229,.544,25.366,3.556,(GA),80
322,Denham Springs (LA),24.150,24.395,.521,24.505,2.687,(LA),56
323,Canton GlenOak (OH),24.128,24.130,.530,24.260,2.125,(OH),51
324,Oak Park Fenwick (IL),24.119,23.989,.575,23.598,2.410,(IL),50
325,Carol Stream Glenbard North (IL),24.110,24.493,.523,25.497,2.978,(IL),51
326,Kingston Wyoming Seminary College Prep (PA),24.106,24.270,.647,24.917,6.540,(PA),93
327,Mesquite (TX),24.039,24.043,.522,24.120,5.056,(TX),72
328,Harlan (IA),24.036,23.947,.518,27.127,4.980,(IA),62
329,Jesup Wayne County (GA),24.025,23.704,.491,24.327,1.505,(GA),50
330,Dayton Chaminade-Julienne (OH),24.013,23.886,.584,25.639,5.297,(OH),66
331,Houma Terrebonne (LA),23.977,23.939,.539,24.848,3.713,(LA),59
332,Duncanville (TX),23.937,24.005,.561,25.729,5.070,(TX),73
333,Everman (TX),23.879,24.581,.516,25.012,4.033,(TX),58
334,Cocoa (FL),23.869,23.689,.446,24.967,3.369,(FL),72
335,Lexington (SC),23.856,23.609,.569,25.503,3.817,(SC),56
336,Chicago Saint Rita (IL),23.822,23.815,.578,24.563,4.783,(IL),85
337,Lancaster Manheim Township (PA),23.804,24.122,.518,24.462,4.071,(PA),61
338,Merrillville Andrean (IN),23.773,23.762,.480,24.781,3.377,(IN),50
339,Chesapeake Western Branch (VA),23.724,23.785,.477,24.661,3.311,(VA),51
340,Greenwood Center Grove (IN),23.720,24.057,.520,25.123,3.027,(IN),53
341,McComb (MS),23.715,23.668,.488,23.872,2.664,(MS),66
342,Fort Thomas Highlands (KY),23.619,23.210,.509,25.921,5.834,(KY),80
343,Greenville J.H. Rose (NC),23.616,23.589,.484,28.706,5.550,(NC),57
344,Grand Island (NE),23.579,23.584,.494,23.537,3.779,(NE),74
345,American Fork (UT),23.579,23.758,.507,25.728,5.114,(UT),78
346,Brockton (MA),23.578,23.632,.619,24.138,5.219,(MA),120
347,Ocean Springs (MS),23.566,23.418,.528,25.284,3.723,(MS),53
348,Ennis (TX),23.563,23.052,.533,25.395,6.212,(TX),91
349,Harlingen (TX),23.537,23.381,.537,25.463,4.718,(TX),74
350,Covington (TN),23.529,23.190,.530,23.976,2.950,(TN),55
351,Bethlehem Freedom (PA),23.526,23.812,.557,24.606,3.329,(PA),54
352,Steubenville (OH),23.473,22.938,.699,27.157,6.710,(OH),65
353,League City Clear Creek (TX),23.455,23.771,.526,24.866,4.680,(TX),55
354,El Paso Coronado (TX),23.448,23.215,.545,26.420,4.799,(TX),53
355,Georgetown (TX),23.429,23.509,.490,25.310,5.773,(TX),80
356,Terrell (TX),23.422,23.739,.515,25.460,4.755,(TX),53
357,Clarksdale (MS),23.390,23.373,.449,24.425,3.819,(MS),99
358,Houston Bellaire Episcopal (TX),23.374,23.146,.596,25.749,5.302,(TX),54
359,Albany Dougherty (GA),23.351,23.665,.456,24.426,2.752,(GA),60
