Sport,Home,Away,Date/Time,Score,Status,ScrapedAt
,Football,"Football District Semifinal No. 10
Northville",Saline,7-37,Processed,2025-02-01T18:18:37.708181
,Football,"Football District Semifinal No. 11
Detroit Catholic Central",Livonia Stevenson,33-0,Processed,2025-02-01T18:18:37.750410
,Football,"Football District Semifinal No. 12
Novi",West Bloomfield,15-49,Processed,2025-02-01T18:18:37.795980
,Football,"Football District Semifinal No. 13
Detroit Cass Tech",Sterling Heights Stevenson,41-0,Processed,2025-02-01T18:18:37.836567
,Football,"Football District Semifinal No. 14
Dearborn Fordson",Dearborn,0-30,Processed,2025-02-01T18:18:37.879891
,Football,"Football District Semifinal No. 15
Macomb Dakota",Utica,31-0,Processed,2025-02-01T18:18:37.924870
,Football,"Football District Semifinal No. 16
Utica Eisenhower",Romeo,44-21,Processed,2025-02-01T18:18:37.971367
,Football,"Football District Semifinal No. 17
Muskegon Mona Shores",Traverse City West,28-0,Processed,2025-02-01T18:18:38.015876
,Football,"Football District Semifinal No. 18
Byron Center",Grand Rapids Northview,38-17,Processed,2025-02-01T18:18:38.061267
,Football,"Football District Semifinal No. 19
Portage Central",Portage Northern,28-12,Processed,2025-02-01T18:18:38.104948
,Football,"Football District Semifinal No. 20
Mattawan",Lansing Everett,27-21,Processed,2025-02-01T18:18:38.147185
,Football,"Football District Semifinal No. 21
Midland",Flushing,34-7,Processed,2025-02-01T18:18:38.191593
,Football,"Football District Semifinal No. 22
Saginaw Heritage",Midland Dow,52-20,Processed,2025-02-01T18:18:38.232172
,Football,"Football District Semifinal No. 23
Dexter",South Lyon East,42-14,Processed,2025-02-01T18:18:38.273310
,Football,"Football District Semifinal No. 24
East Lansing",Milford,43-22,Processed,2025-02-01T18:18:38.314124
,Football,"Football District Semifinal No. 25
North Farmington",Orchard Lake St Mary's,7-42,Processed,2025-02-01T18:18:38.357435
,Football,"Football District Semifinal No. 26
White Lake Lakeland",Farmington,13-39,Processed,2025-02-01T18:18:38.402083
,Football,"Football District Semifinal No. 27
Gibraltar Carlson",Temperance Bedford,42-21,Processed,2025-02-01T18:18:38.444292
,Football,"Football District Semifinal No. 28
Allen Park",Livonia Franklin,14-21,Processed,2025-02-01T18:18:38.485530
,Football,"Football District Semifinal No. 29
Birmingham Groves",Ferndale,49-14,Processed,2025-02-01T18:18:38.527275
,Football,"Football District Semifinal No. 30
Birmingham Seaholm",Warren Mott,59-29,Processed,2025-02-01T18:18:38.571634
,Football,"Football District Semifinal No. 31
Grosse Pointe South",Roseville,27-26,Processed,2025-02-01T18:18:38.612827
,Football,"Football District Semifinal No. 32
Port Huron Northern",Warren De La Salle Collegiate,0-49,Processed,2025-02-01T18:18:38.654025
,Football,"Football District Semifinal No. 33
Petoskey",Bay City John Glenn,61-21,Processed,2025-02-01T18:18:38.696262
,Football,"Football District Semifinal No. 34
Mount Pleasant",Cadillac,36-22,Processed,2025-02-01T18:18:38.737493
,Football,"Football District Semifinal No. 35
DeWitt",St Johns,42-7,Processed,2025-02-01T18:18:38.780811
,Football,"Football District Semifinal No. 36
Lowell",Cedar Springs,27-7,Processed,2025-02-01T18:18:38.823796
,Football,"Football District Semifinal No. 37
St Joseph",Stevensville Lakeshore,41-21,Processed,2025-02-01T18:18:38.864922
,Football,"Football District Semifinal No. 38
Zeeland West",Zeeland East,32-6,Processed,2025-02-01T18:18:38.910481
,Football,"Football District Semifinal No. 39
Grand Rapids Forest Hills Central",East Grand Rapids,7-0,Processed,2025-02-01T18:18:38.955838
,Football,"Football District Semifinal No. 40
Coopersville",Grand Rapids Kenowa Hills,39-13,Processed,2025-02-01T18:18:39.008174
,Football,"Football District Semifinal No. 41
Mason",Jackson,59-18,Processed,2025-02-01T18:18:39.053796
,Football,"Football District Semifinal No. 42
Fenton",Linden,14-42,Processed,2025-02-01T18:18:39.099570
,Football,"Football District Semifinal No. 43
Walled Lake Western",Garden City,49-7,Processed,2025-02-01T18:18:39.143362
,Football,"Football District Semifinal No. 44
Auburn Hills Avondale",Redford Thurston,43-6,Processed,2025-02-01T18:18:39.184454
,Football,"Football District Semifinal No. 45
Southgate Anderson",River Rouge,7-13,Processed,2025-02-01T18:18:39.230771
,Football,"Football District Semifinal No. 46
Trenton",Riverview,21-22,Processed,2025-02-01T18:18:39.272008
,Football,"Football District Semifinal No. 47
Detroit Martin Luther King",Warren Fitzgerald,41-0,Processed,2025-02-01T18:18:39.311359
,Football,"Football District Semifinal No. 49
Big Rapids",Ludington,28-21,Processed,2025-02-01T18:18:39.353548
,Football,"Football District Semifinal No. 50
Ada Forest Hills Eastern",Whitehall,21-28,Processed,2025-02-01T18:18:39.397137
,Football,"Football District Semifinal No. 51
Hudsonville Unity Christian",Hamilton,63-20,Processed,2025-02-01T18:18:39.436761
,Football,"Football District Semifinal No. 52
Grand Rapids South Christian",Holland Christian,35-7,Processed,2025-02-01T18:18:39.479934
,Football,"Football District Semifinal No. 53
Battle Creek Harper Creek",Edwardsburg,8-29,Processed,2025-02-01T18:18:39.525725
,Football,"Football District Semifinal No. 54
Niles",Paw Paw,42-14,Processed,2025-02-01T18:18:39.575299
,Football,"Football District Semifinal No. 55
Portland",Lansing Sexton,42-8,Processed,2025-02-01T18:18:39.627013
,Football,"Football District Semifinal No. 56
Hastings",Ionia,35-0,Processed,2025-02-01T18:18:39.674416
,Football,"Football District Semifinal No. 57
Chelsea",Pinckney,24-20,Processed,2025-02-01T18:18:39.718805
,Football,"Football District Semifinal No. 58
Haslett",Parma Western,42-21,Processed,2025-02-01T18:18:39.766138
,Football,"Football District Semifinal No. 59
Goodrich",Ortonville Brandon,49-7,Processed,2025-02-01T18:18:39.815927
,Football,"Football District Semifinal No. 60
Freeland",Lake Fenton,51-21,Processed,2025-02-01T18:18:39.865539
,Football,"Football District Semifinal No. 61
Madison Heights Lamphere",Dearborn Divine Child,6-42,Processed,2025-02-01T18:18:39.915138
,Football,"Football District Semifinal No. 63
Marysville",Croswell-Lexington,6-31,Processed,2025-02-01T18:18:39.960138
,Football,"Football District Semifinal No. 64
Macomb Lutheran North",St Clair,48-30,Processed,2025-02-01T18:18:40.001647
,Football,"Football District Semifinal No. 66
Ogemaw Heights",Clare,21-13,Processed,2025-02-01T18:18:40.045651
,Football,"Football District Semifinal No. 67
Frankenmuth",Howard City Tri County,62-6,Processed,2025-02-01T18:18:40.091657
,Football,"Football District Semifinal No. 68
Belding",Saginaw Swan Valley,52-30,Processed,2025-02-01T18:18:40.138853
,Football,"Football District Semifinal No. 69
Grand Rapids West Catholic",Muskegon Oakridge,32-14,Processed,2025-02-01T18:18:40.186216
,Football,"Football District Semifinal No. 70
Grand Rapids Catholic Central",Hopkins,28-0,Processed,2025-02-01T18:18:40.234730
,Football,"Football District Semifinal No. 71
Kalamazoo Hackett Catholic Prep",South Haven,33-7,Processed,2025-02-01T18:18:40.281076
,Football,"Football District Semifinal No. 72
Berrien Springs",Dowagiac,14-6,Processed,2025-02-01T18:18:40.323224
,Football,"Football District Semifinal No. 73
Pontiac Notre Dame Prep",Williamston,49-19,Processed,2025-02-01T18:18:40.364475
,Football,"Football District Semifinal No. 74
Corunna",Flint Hamady,35-8,Processed,2025-02-01T18:18:40.405812
,Football,"Football District Semifinal No. 75
Armada",Richmond,37-10,Processed,2025-02-01T18:18:40.446899
,Football,"Football District Semifinal No. 76
St Clair Shores South Lake",Hazel Park,22-41,Processed,2025-02-01T18:18:40.489202
,Football,"Football District Semifinal No. 77
Detroit Lincoln-King",Romulus,24-26,Processed,2025-02-01T18:18:40.534557
,Football,"Football District Semifinal No. 78
Ann Arbor Father Gabriel Richard",Whitmore Lake,51-20,Processed,2025-02-01T18:18:40.581960
,Football,"Football District Semifinal No. 79
Flat Rock",Detroit Denby,40-22,Processed,2025-02-01T18:18:40.640377
,Football,"Football District Semifinal No. 80
Romulus Summit Academy North",Detroit Voyageur College Prep,31-38,Processed,2025-02-01T18:18:40.689027
,Football,"Football District Semifinal No. 82
Boyne City",Negaunee,23-16,Processed,2025-02-01T18:18:40.730726
,Football,"Football District Semifinal No. 83
Reed City",Manistee,41-20,Processed,2025-02-01T18:18:40.772902
,Football,"Football District Semifinal No. 84
Mason County Central",Standish-Sterling,32-50,Processed,2025-02-01T18:18:40.811397
,Football,"Football District Semifinal No. 85
Newaygo",Montague,30-17,Processed,2025-02-01T18:18:40.858436
,Football,"Football District Semifinal No. 86
Central Montcalm",Kent City,36-12,Processed,2025-02-01T18:18:40.916703
,Football,"Football District Semifinal No. 87
Almont",Ovid-Elsie,21-44,Processed,2025-02-01T18:18:40.960703
,Football,"Football District Semifinal No. 88
Chesaning",Lansing Catholic,29-36,Processed,2025-02-01T18:18:41.007225
,Football,"Football District Semifinal No. 89
Olivet",Buchanan,49-15,Processed,2025-02-01T18:18:41.055224
,Football,"Football District Semifinal No. 90
Parchment",Constantine,14-39,Processed,2025-02-01T18:18:41.101230
,Football,"Football District Semifinal No. 91
Jackson Lumen Christi",Dearborn Heights Robichaud,42-8,Processed,2025-02-01T18:18:41.149525
,Football,"Football District Semifinal No. 92
Ida",Dearborn Advanced Tech Academy,56-8,Processed,2025-02-01T18:18:41.190719
,Football,"Football District Semifinal No. 94
Marine City",Clinton Township Clintondale,50-30,Processed,2025-02-01T18:18:41.240280
,Football,"Football District Semifinal No. 95
Detroit Edison",Detroit Central,16-34,Processed,2025-02-01T18:18:41.285001
,Football,"Football District Semifinal No. 96
Detroit Pershing",Detroit Old Redford,6-28,Processed,2025-02-01T18:18:41.330218
,Football,"Football District Semifinal No. 98
Traverse City St Francis",Charlevoix,41-16,Processed,2025-02-01T18:18:41.371073
,Football,"Football District Semifinal No. 99
North Muskegon",Evart,56-7,Processed,2025-02-01T18:18:41.411767
,Football,"Football District Semifinal No. 100
McBain",Harrison,49-6,Processed,2025-02-01T18:18:41.455143
,Football,"Football District Semifinal No. 101
Ithaca",Saranac,42-7,Processed,2025-02-01T18:18:41.501622
,Football,"Football District Semifinal No. 102
Montrose",Pewamo-Westphalia,12-42,Processed,2025-02-01T18:18:41.552153
,Football,"Football District Semifinal No. 103
Millington",Elkton-Pigeon-Bay Port Laker,42-12,Processed,2025-02-01T18:18:41.601761
,Football,"Football District Semifinal No. 104
Cass City",Saginaw Valley Lutheran,50-15,Processed,2025-02-01T18:18:41.648183
,Football,"Football District Semifinal No. 105
Lawton",Coloma,42-6,Processed,2025-02-01T18:18:41.690468
,Football,"Football District Semifinal No. 106
Schoolcraft",Bronson,28-14,Processed,2025-02-01T18:18:41.730846
,Football,"Football District Semifinal No. 107
Hudson",Napoleon,38-6,Processed,2025-02-01T18:18:41.773172
,Football,"Football District Semifinal No. 108
Hanover-Horton",Union City,13-42,Processed,2025-02-01T18:18:41.813011
,Football,"Football District Semifinal No. 110
Leslie",Burton Atherton,49-7,Processed,2025-02-01T18:18:41.853082
,Football,"Football District Semifinal No. 111
Monroe St Mary Catholic Central",Blissfield,41-6,Processed,2025-02-01T18:18:41.896700
,Football,"Football District Semifinal No. 112
Clinton",Ottawa Lake Whiteford,38-32,Processed,2025-02-01T18:18:41.944397
,Football,"Football District Semifinal No. 113
Iron Mountain",Manistique,49-12,Processed,2025-02-01T18:18:41.990021
,Football,"Football District Semifinal No. 114
East Jordan",Bark River-Harris,34-14,Processed,2025-02-01T18:18:42.033948
,Football,"Football District Semifinal No. 115
Maple City Glen Lake",Mancelona,38-14,Processed,2025-02-01T18:18:42.084693
,Football,"Football District Semifinal No. 116
Beal City",Frankfort,47-0,Processed,2025-02-01T18:18:42.135520
,Football,"Football District Semifinal No. 117
Fowler",Reese,48-12,Processed,2025-02-01T18:18:42.186075
,Football,"Football District Semifinal No. 118
Saginaw Nouvel Catholic Central",Saginaw Michigan Lutheran Seminary,20-21,Processed,2025-02-01T18:18:42.231755
,Football,"Football District Semifinal No. 119
Clarkston Everest Collegiate",Burton Bentley,51-0,Processed,2025-02-01T18:18:42.272887
,Football,"Football District Semifinal No. 120
Harbor Beach",Ubly,35-0,Processed,2025-02-01T18:18:42.314519
,Football,"Football District Semifinal No. 121
Decatur",Centreville,34-6,Processed,2025-02-01T18:18:42.353633
,Football,"Football District Semifinal No. 122
White Pigeon",Saugatuck,22-24,Processed,2025-02-01T18:18:42.396762
,Football,"Football District Semifinal No. 123
Springport",Addison,38-14,Processed,2025-02-01T18:18:42.437366
,Football,"Football District Semifinal No. 124
Reading",Sand Creek,36-0,Processed,2025-02-01T18:18:42.482719
,Football,"Football District Semifinal No. 125
Riverview Gabriel Richard",Allen Park Cabrini,48-0,Processed,2025-02-01T18:18:42.528096
,Football,"Football District Semifinal No. 126
Petersburg Summerfield",Manchester,17-20,Processed,2025-02-01T18:18:42.574420
,Football,"Football District Semifinal No. 127
Rochester Hills Lutheran Northwest",Marine City Cardinal Mooney,40-14,Processed,2025-02-01T18:18:42.615839
,Football,"Football District Semifinal No. 128
Detroit Loyola",Mount Clemens,28-8,Processed,2025-02-01T18:18:42.655888
,Football,"Football District Semifinal No. 48
Port Huron",Grosse Pointe North,27-30,Processed,2025-02-01T18:18:42.708449
,Football,"Football District Semifinal No. 62
Redford Union",Harper Woods,6-46,Processed,2025-02-01T18:18:42.758036
,Football,"Football District Semifinal No. 65
Kingsford",Gladwin,15-18,Processed,2025-02-01T18:18:42.810099
,Football,"Football District Semifinal No. 81
Kingsley",Calumet,51-15,Processed,2025-02-01T18:18:42.859601
,Football,"Football District Semifinal No. 93
Warren Michigan Collegiate",Royal Oak Shrine Catholic,52-0,Processed,2025-02-01T18:18:42.905527
,Football,"Football District Semifinal No. 97
Menominee",Houghton Lake,62-6,Processed,2025-02-01T18:18:42.947527
,Football,"Football District Semifinal No. 109
Grosse Pointe Woods University Liggett",Bath,41-14,Processed,2025-02-01T18:18:42.991531
,Football,"Football District No. 1
Hudsonville",Grandville,19-16,Processed,2025-02-01T18:18:43.045040
,Football,"Football District No. 2
Howell",Brighton,35-33,Processed,2025-02-01T18:18:43.091044
,Football,"Football District No. 3
Grand Blanc",Oxford,29-7,Processed,2025-02-01T18:18:43.135318
,Football,"Football District No. 4
Rochester Adams",Clarkston,41-0,Processed,2025-02-01T18:18:43.178564
,Football,"Football District No. 5
Belleville",Saline,42-7,Processed,2025-02-01T18:18:43.225503
,Football,"Football District No. 6
Detroit Catholic Central",West Bloomfield,41-14,Processed,2025-02-01T18:18:43.268825
,Football,"Football District No. 7
Detroit Cass Tech",Dearborn,42-7,Processed,2025-02-01T18:18:43.312043
,Football,"Football District No. 8
Macomb Dakota",Utica Eisenhower,41-14,Processed,2025-02-01T18:18:43.356386
,Football,"Football District No. 9
Muskegon Mona Shores",Byron Center,23-30,Processed,2025-02-01T18:18:43.399685
,Football,"Football District No. 10
Portage Central",Mattawan,22-0,Processed,2025-02-01T18:18:43.449748
,Football,"Football District No. 11
Midland",Saginaw Heritage,7-17,Processed,2025-02-01T18:18:43.506062
,Football,"Football District No. 12
Dexter",East Lansing,49-50,Processed,2025-02-01T18:18:43.560000
,Football,"Football District No. 13
Farmington",Orchard Lake St Mary's,0-51,Processed,2025-02-01T18:18:43.613215
,Football,"Football District No. 14
Gibraltar Carlson",Livonia Franklin,35-7,Processed,2025-02-01T18:18:43.663231
,Football,"Football District No. 15
Birmingham Groves",Birmingham Seaholm,36-7,Processed,2025-02-01T18:18:43.714959
,Football,"Football District No. 16
Grosse Pointe South",Warren De La Salle Collegiate,21-35,Processed,2025-02-01T18:18:43.758241
,Football,"Football District No. 17
Petoskey",Mount Pleasant,38-10,Processed,2025-02-01T18:18:43.802810
,Football,"Football District No. 18
DeWitt",Lowell,49-35,Processed,2025-02-01T18:18:43.846843
,Football,"Football District No. 19
St Joseph",Zeeland West,0-42,Processed,2025-02-01T18:18:43.895350
,Football,"Football District No. 20
Grand Rapids Forest Hills Central",Coopersville,28-17,Processed,2025-02-01T18:18:43.938860
,Football,"Football District No. 21
Mason",Linden,45-14,Processed,2025-02-01T18:18:43.982859
,Football,"Football District No. 22
Walled Lake Western",Auburn Hills Avondale,42-0,Processed,2025-02-01T18:18:44.026374
,Football,"Football District No. 23
Riverview",River Rouge,14-20,Processed,2025-02-01T18:18:44.069374
,Football,"Football District No. 24
Detroit Martin Luther King",Grosse Pointe North,62-28,Processed,2025-02-01T18:18:44.113889
,Football,"Football District No. 25
Big Rapids",Whitehall,7-17,Processed,2025-02-01T18:18:44.157510
,Football,"Football District No. 26
Hudsonville Unity Christian",Grand Rapids South Christian,28-35,Processed,2025-02-01T18:18:44.203026
,Football,"Football District No. 27
Niles",Edwardsburg,21-0,Processed,2025-02-01T18:18:44.259781
,Football,"Football District No. 28
Portland",Hastings,37-14,Processed,2025-02-01T18:18:44.307773
,Football,"Football District No. 29
Chelsea",Haslett,9-24,Processed,2025-02-01T18:18:44.356277
,Football,"Football District No. 30
Goodrich",Freeland,27-21,Processed,2025-02-01T18:18:44.404686
,Football,"Football District No. 31
Harper Woods",Dearborn Divine Child,40-21,Processed,2025-02-01T18:18:44.452409
,Football,"Football District No. 32
Macomb Lutheran North",Croswell-Lexington,43-42 (OT),Processed,2025-02-01T18:18:44.519880
,Football,"Football District No. 33
Ogemaw Heights",Gladwin,19-28,Processed,2025-02-01T18:18:44.568717
,Football,"Football District No. 34
Frankenmuth",Belding,37-7,Processed,2025-02-01T18:18:44.611197
,Football,"Football District No. 35
Grand Rapids West Catholic",Grand Rapids Catholic Central,18-21,Processed,2025-02-01T18:18:44.668165
,Football,"Football District No. 36
Kalamazoo Hackett Catholic Prep",Berrien Springs,41-22,Processed,2025-02-01T18:18:44.715838
,Football,"Football District No. 37
Pontiac Notre Dame Prep",Corunna,56-7,Processed,2025-02-01T18:18:44.759836
,Football,"Football District No. 38
Armada",Hazel Park,63-0,Processed,2025-02-01T18:18:44.803849
,Football,"Football District No. 39
Ann Arbor Father Gabriel Richard",Romulus,35-12,Processed,2025-02-01T18:18:44.845024
,Football,"Football District No. 40
Flat Rock",Detroit Voyageur College Prep,56-38,Processed,2025-02-01T18:18:44.889023
,Football,"Football District No. 41
Kingsley",Boyne City,15-21,Processed,2025-02-01T18:18:44.933537
,Football,"Football District No. 42
Reed City",Standish-Sterling,41-32,Processed,2025-02-01T18:18:44.984537
,Football,"Football District No. 43
Newaygo",Central Montcalm,35-34,Processed,2025-02-01T18:18:45.031054
