TeamName,State,URL,Date,Location,Opponent,WL,Score,OpponentURL,ScrapedAt,Status
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,8/23,@,Benton Academy,,Upcoming,https://www.maxpreps.com/ms/benton/benton-academy-raiders/football/,2025-02-04T17:01:25.525632,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,8/23,@,Hebron Christian,W,42-0,https://www.maxpreps.com/ms/pheba/hebron-christian-eagles/football/,2025-02-04T17:01:25.578635,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,8/30,vs,Calhoun Academy,L,46-40,https://www.maxpreps.com/ms/calhoun-city/calhoun-academy-cougars/football/,2025-02-04T17:01:25.626985,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,9/6,@,"O
Oak Hill Academy",,Upcoming,https://www.maxpreps.com/ms/west-point/oak-hill-academy-raiders/football/,2025-02-04T17:01:25.676987,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,9/6,@,Russell Christian Academy,L,34-20,https://www.maxpreps.com/ms/meridian/russell-christian-academy-warriors/football/,2025-02-04T17:01:25.731514,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,9/13,vs,"K
Kemper Academy",W,16-12,https://www.maxpreps.com/ms/dekalb/kemper-academy-rams/football/,2025-02-04T17:01:25.791797,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,9/20,vs,"H
Humphreys Academy",L,36-14,https://www.maxpreps.com/ms/belzoni/humphreys-academy-rebels/football/,2025-02-04T17:01:25.858921,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,9/27,@,Briarfield Academy,L,36-24,https://www.maxpreps.com/la/lake-providence/briarfield-academy-rebels/football/,2025-02-04T17:01:25.959444,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,10/4,@,Carroll Academy,,Upcoming,https://www.maxpreps.com/ms/carrollton/carroll-academy-rebels/football/,2025-02-04T17:01:26.009964,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,10/18,vs,"K
Kirk Academy",L,56-7,https://www.maxpreps.com/ms/grenada/kirk-academy-raiders/football/,2025-02-04T17:01:26.059960,Processed
Steens Columbus Christian (MS),(MS),https://www.maxpreps.com/ms/steens/columbus-christian-academy-rams/football/schedule/,10/25,@,"D
Deer Creek",L,34-28,https://www.maxpreps.com/ms/arcola/deer-creek-warriors/football/,2025-02-04T17:01:26.111480,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,8/23,vs,"C
Clarkdale",W,8-0,https://www.maxpreps.com/ms/meridian/clarkdale-bulldogs/football/,2025-02-04T17:01:37.506010,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,8/30,@,Seminary,L,44-14,https://www.maxpreps.com/ms/seminary/seminary-bulldogs/football/,2025-02-04T17:01:37.554318,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,9/6,@,Pelahatchie,L,33-22,https://www.maxpreps.com/ms/pelahatchie/pelahatchie-chiefs/football/,2025-02-04T17:01:37.603320,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,9/13,vs,Nanih Waiya,L,16-14,https://www.maxpreps.com/ms/louisville/nanih-waiya-warriors/football/,2025-02-04T17:01:37.651844,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,9/20,vs,Puckett,W,38-17,https://www.maxpreps.com/ms/puckett/puckett-wolves/football/,2025-02-04T17:01:37.699844,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,9/27,vs,Loyd Star,L,33-24,https://www.maxpreps.com/ms/brookhaven/loyd-star-hornets/football/,2025-02-04T17:01:37.747361,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,10/4,vs,West Lincoln,W,50-7,https://www.maxpreps.com/ms/brookhaven/west-lincoln-bears/football/,2025-02-04T17:01:37.831531,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,10/11,@,Southeast Lauderdale,W,46-18,https://www.maxpreps.com/ms/meridian/southeast-lauderdale-tigers/football/,2025-02-04T17:01:37.883719,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,10/18,@,Taylorsville,L,28-18,https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/,2025-02-04T17:01:38.025241,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,10/25,vs,Leake County,L,44-8,https://www.maxpreps.com/ms/walnut-grove/leake-county-gators/football/,2025-02-04T17:01:38.078755,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,10/31,@,Mount Olive,W,42-6,https://www.maxpreps.com/ms/mount-olive/mount-olive-pirates/football/,2025-02-04T17:01:38.163814,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,11/8,@,Noxapater,W,36-28,https://www.maxpreps.com/ms/noxapater/noxapater-tigers/football/,2025-02-04T17:01:38.213814,Processed
Stringer (MS),(MS),https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/schedule/,11/15,vs,Simmons,L,46-8,https://www.maxpreps.com/ms/hollandale/simmons-blue-devils/football/,2025-02-04T17:01:38.262903,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,8/30,vs,Franklin County,W,23-18,https://www.maxpreps.com/ms/meadville/franklin-county-bulldogs/football/,2025-02-04T17:01:49.650372,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,9/6,@,Parklane Academy,L,20-0,https://www.maxpreps.com/ms/mccomb/parklane-academy-pioneers/football/,2025-02-04T17:01:49.887560,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,9/13,vs,Ridgeland,L,33-6,https://www.maxpreps.com/ms/ridgeland/ridgeland-titans/football/,2025-02-04T17:01:50.021232,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,9/20,vs,East Central,L,20-6,https://www.maxpreps.com/ms/moss-point/east-central-hornets/football/,2025-02-04T17:01:50.156909,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,9/27,@,Columbia,L,20-3,https://www.maxpreps.com/ms/columbia/columbia-wildcats/football/,2025-02-04T17:01:50.287611,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,10/11,@,Natchez,L,21-17,https://www.maxpreps.com/ms/natchez/natchez-bulldogs/football/,2025-02-04T17:01:50.435447,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,10/18,@,Florence,L,22-9,https://www.maxpreps.com/ms/florence/florence-eagles/football/,2025-02-04T17:01:50.585645,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,10/25,vs,Provine,W,35-8,https://www.maxpreps.com/ms/jackson/provine-rams/football/,2025-02-04T17:01:50.723167,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,11/1,@,Brookhaven,L,38-7,https://www.maxpreps.com/ms/brookhaven/brookhaven-panthers/football/,2025-02-04T17:01:50.858685,Processed
Summit North Pike (MS),(MS),https://www.maxpreps.com/ms/summit/north-pike-jaguars/football/schedule/,11/7,vs,South Jones,L,23-8,https://www.maxpreps.com/ms/ellisville/south-jones-braves/football/,2025-02-04T17:01:50.994725,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,8/30,@,South Jones,L,13-0,https://www.maxpreps.com/ms/ellisville/south-jones-braves/football/,2025-02-04T17:02:01.678513,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,9/6,vs,West Harrison,L,35-18,https://www.maxpreps.com/ms/gulfport/west-harrison-hurricanes/football/,2025-02-04T17:02:01.730633,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,9/13,@,Seminary,L,34-0,https://www.maxpreps.com/ms/seminary/seminary-bulldogs/football/,2025-02-04T17:02:01.786153,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,9/20,@,West Marion,L,21-7,https://www.maxpreps.com/ms/foxworth/west-marion-trojans/football/,2025-02-04T17:02:01.838157,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,9/27,vs,Hattiesburg,L,40-7,https://www.maxpreps.com/ms/hattiesburg/hattiesburg-tigers/football/,2025-02-04T17:02:02.051898,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,10/4,@,Lawrence County,W,24-12,https://www.maxpreps.com/ms/monticello/lawrence-county-cougars/football/,2025-02-04T17:02:02.198749,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,10/11,vs,Purvis,L,14-10,https://www.maxpreps.com/ms/purvis/purvis-tornadoes/football/,2025-02-04T17:02:02.330891,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,10/18,@,Columbia,L,45-14,https://www.maxpreps.com/ms/columbia/columbia-wildcats/football/,2025-02-04T17:02:02.487188,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,10/25,vs,FCAHS,L,35-14,https://www.maxpreps.com/ms/brooklyn/forrest-county-agricultural-aggies/football/,2025-02-04T17:02:02.623475,Processed
Sumrall (MS),(MS),https://www.maxpreps.com/ms/sumrall/sumrall-bobcats/football/schedule/,11/8,@,Lanier,L,28-21,https://www.maxpreps.com/ms/jackson/lanier-bulldogs/football/,2025-02-04T17:02:02.771884,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,8/30,@,Mize,L,33-0,https://www.maxpreps.com/ms/mize/mize-bulldogs/football/,2025-02-04T17:02:13.811734,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,9/6,vs,Bay Springs,W,32-14,https://www.maxpreps.com/ms/bay-springs/bay-springs-bulldogs/football/,2025-02-04T17:02:13.858909,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,9/13,@,Raleigh,L,26-12,https://www.maxpreps.com/ms/raleigh/raleigh-lions/football/,2025-02-04T17:02:13.902191,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,9/20,@,Simpson Academy,L,40-14,https://www.maxpreps.com/ms/mendenhall/simpson-academy-cougars/football/,2025-02-04T17:02:13.945195,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,9/27,vs,"M
Magee",L,61-36,https://www.maxpreps.com/ms/magee/magee-trojans/football/,2025-02-04T17:02:13.995235,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,10/11,@,West Lauderdale,L,49-30,https://www.maxpreps.com/ms/collinsville/west-lauderdale-knights/football/,2025-02-04T17:02:14.086810,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,10/18,vs,Stringer,W,28-18,https://www.maxpreps.com/ms/stringer/stringer-red-devils/football/,2025-02-04T17:02:14.138326,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,10/25,vs,Mount Olive,W,55-0,https://www.maxpreps.com/ms/mount-olive/mount-olive-pirates/football/,2025-02-04T17:02:14.184337,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,10/31,@,Leake County,W,54-0,https://www.maxpreps.com/ms/walnut-grove/leake-county-gators/football/,2025-02-04T17:02:14.233582,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,11/8,vs,Ethel,W,46-0,https://www.maxpreps.com/ms/ethel/ethel-tigers/football/,2025-02-04T17:02:14.280590,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,11/15,vs,East Marion,W,22-6,https://www.maxpreps.com/ms/columbia/east-marion-eagles/football/,2025-02-04T17:02:14.324677,Processed
Taylorsville (MS),(MS),https://www.maxpreps.com/ms/taylorsville/taylorsville-tartars/football/schedule/,11/22,vs,"V
Velma Jackson",L,60-18,https://www.maxpreps.com/ms/camden/velma-jackson-falcons/football/,2025-02-04T17:02:14.370677,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,8/9,@,WCCA,L,56-0,https://www.maxpreps.com/ms/woodville/wilkinson-county-christian-academy-rams/football/,2025-02-04T17:02:25.116648,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,8/30,@,Unity Christian Academy,,0-0,https://www.maxpreps.com/ms/leland/unity-christian-academy-soldiers/football/,2025-02-04T17:02:25.162643,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,9/7,vs,"V
Varsity Opponent",W,18-0,https://www.maxpreps.com/utility/about_pseudo_schools.aspx,2025-02-04T17:02:25.209835,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,9/21,@,"F
FCHSA",L,40-22,https://www.maxpreps.com/ms/madison/faith-christian-homeschool-academy-tornadoes/football/,2025-02-04T17:02:25.325360,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,9/28,vs,Pine Belt,W,44-14,https://www.maxpreps.com/ms/hattiesburg/pine-belt-spartans/football/,2025-02-04T17:02:25.425877,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,10/5,@,NOHSS,W,80-0,https://www.maxpreps.com/la/new-orleans/new-orleans-home-school-saints-saints/football/,2025-02-04T17:02:25.474881,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,10/11,@,"C
Christ Covenant",L,33-6,https://www.maxpreps.com/ms/ridgeland/christ-covenant/football/,2025-02-04T17:02:25.541071,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,10/18,@,Northeast Baptist,W,18-0,https://www.maxpreps.com/la/west-monroe/northeast-baptist-knights/football/,2025-02-04T17:02:25.590082,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,10/26,vs,NOHSS,W,60-0,https://www.maxpreps.com/la/new-orleans/new-orleans-home-school-saints-saints/football/,2025-02-04T17:02:25.636601,Processed
Terry Magnolia (MS),(MS),https://www.maxpreps.com/ms/terry/magnolia-wildcats/football/schedule/,11/2,vs,"V
Varsity Opponent",W,44-6,https://www.maxpreps.com/utility/about_pseudo_schools.aspx,2025-02-04T17:02:25.722126,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,8/30,@,Raymond,W,42-0,https://www.maxpreps.com/ms/raymond/raymond-rangers/football/,2025-02-04T17:03:38.103790,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,9/6,vs,PURE Academy,W,57-6,https://www.maxpreps.com/tn/memphis/pure-academy-athletes/football/,2025-02-04T17:03:38.147312,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,9/13,vs,Callaway,W,13-12,https://www.maxpreps.com/ms/jackson/callaway-chargers/football/,2025-02-04T17:03:38.191311,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,9/20,@,Vicksburg,W,28-14,https://www.maxpreps.com/ms/vicksburg/vicksburg-gators/football/,2025-02-04T17:03:38.235469,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,9/27,vs,Provine,W,43-0,https://www.maxpreps.com/ms/jackson/provine-rams/football/,2025-02-04T17:03:38.281526,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,10/4,vs,"C
Clinton",L,42-7,https://www.maxpreps.com/ms/clinton/clinton-arrows/football/,2025-02-04T17:03:38.328532,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,10/11,vs,West Jones,L,38-21,https://www.maxpreps.com/ms/laurel/west-jones-mustangs/football/,2025-02-04T17:03:38.374574,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,10/18,@,Pearl River Central,W,35-14,https://www.maxpreps.com/ms/carriere/pearl-river-central-blue-devils/football/,2025-02-04T17:03:38.421573,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,11/1,vs,Hattiesburg,L,28-14,https://www.maxpreps.com/ms/hattiesburg/hattiesburg-tigers/football/,2025-02-04T17:03:38.468730,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,11/7,@,Forest Hill,W,34-18,https://www.maxpreps.com/ms/jackson/forest-hill-patriots/football/,2025-02-04T17:03:38.529739,Processed
Terry (MS),(MS),https://www.maxpreps.com/ms/terry/terry-bulldogs/football/schedule/,11/15,@,Pascagoula,L,41-0,https://www.maxpreps.com/ms/pascagoula/pascagoula-panthers/football/,2025-02-04T17:03:38.701594,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,8/30,@,Hernando,L,31-20,https://www.maxpreps.com/ms/hernando/hernando-tigers/football/,2025-02-04T17:03:48.558300,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,9/6,@,St. George's,W,40-7,https://www.maxpreps.com/tn/collierville/st-georges-gryphons/football/,2025-02-04T17:03:48.684821,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,9/20,vs,PURE Academy,L,24-20,https://www.maxpreps.com/tn/memphis/pure-academy-athletes/football/,2025-02-04T17:03:48.828228,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,9/26,vs,North Side,L,50-14,https://www.maxpreps.com/ms/shelby/north-side-gators/football/,2025-02-04T17:03:48.961926,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,10/4,@,Coahoma County,L,28-26,https://www.maxpreps.com/ms/clarksdale/coahoma-county-red-panthers/football/,2025-02-04T17:03:49.155446,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,10/10,vs,Independence,W,28-22,https://www.maxpreps.com/ms/independence/independence-wildcats/football/,2025-02-04T17:03:49.292121,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,10/18,@,Holly Springs,W,54-0,https://www.maxpreps.com/ms/holly-springs/holly-springs-hawks/football/,2025-02-04T17:03:49.421915,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,10/23,vs,North Panola,W,12-0,https://www.maxpreps.com/ms/sardis/north-panola-cougars/football/,2025-02-04T17:03:49.549947,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,11/8,vs,Yazoo County,W,44-37,https://www.maxpreps.com/ms/yazoo-city/yazoo-county-panthers/football/,2025-02-04T17:03:49.687461,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,11/15,vs,Booneville,W,22-0,https://www.maxpreps.com/ms/booneville/booneville-blue-devils/football/,2025-02-04T17:03:49.820982,Processed
Tunica Rosa Fort (MS),(MS),https://www.maxpreps.com/ms/tunica/rosa-fort-lions/football/schedule/,11/22,vs,Choctaw County,L,37-0,https://www.maxpreps.com/ms/ackerman/choctaw-county-chargers/football/,2025-02-04T17:03:49.953984,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,8/23,vs,"N
North Sunflower Academy",W,46-0,https://www.maxpreps.com/ms/drew/north-sunflower-academy-rebels/football/,2025-02-04T17:04:01.605302,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,9/6,@,Calhoun Academy,W,56-14,https://www.maxpreps.com/ms/calhoun-city/calhoun-academy-cougars/football/,2025-02-04T17:04:01.660403,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,9/13,@,"D
Deer Creek",W,48-8,https://www.maxpreps.com/ms/arcola/deer-creek-warriors/football/,2025-02-04T17:04:01.722402,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,9/20,vs,Corning,W,30-24,https://www.maxpreps.com/ar/corning/corning-bobcats/football/,2025-02-04T17:04:01.782503,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,9/27,@,Delta Academy,W,42-14,https://www.maxpreps.com/ms/marks/delta-academy-raiders/football/,2025-02-04T17:04:01.839697,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,10/4,vs,"H
Humphreys Academy",L,44-42,https://www.maxpreps.com/ms/belzoni/humphreys-academy-rebels/football/,2025-02-04T17:04:01.891219,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,10/10,vs,Delta Streets Academy,W,52-6,https://www.maxpreps.com/ms/greenwood/delta-streets-academy-lions/football/,2025-02-04T17:04:01.942224,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,10/18,vs,"D
DeSoto",L,44-14,https://www.maxpreps.com/ar/west-helena/desoto-thunderbirds/football/,2025-02-04T17:04:01.996910,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,10/25,@,Marvell Academy,W,40-6,https://www.maxpreps.com/ar/marvell/marvell-academy-eagles/football/,2025-02-04T17:04:02.047914,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,11/1,vs,Prentiss Christian,W,20-0,https://www.maxpreps.com/ms/prentiss/prentiss-christian-saints/football/,2025-02-04T17:04:02.101986,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,11/8,vs,Prairie View Academy,W,54-41,https://www.maxpreps.com/la/bastrop/prairie-view-academy-spartans/football/,2025-02-04T17:04:02.154496,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,11/15,vs,"H
Humphreys Academy",W,26-24,https://www.maxpreps.com/ms/belzoni/humphreys-academy-rebels/football/,2025-02-04T17:04:02.207504,Processed
Tunica Academy (MS),(MS),https://www.maxpreps.com/ms/tunica/tunica-academy-blue-devils/football/schedule/,11/21,vs,"D
DeSoto",L,58-32,https://www.maxpreps.com/ar/west-helena/desoto-thunderbirds/football/,2025-02-04T17:04:02.260026,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,8/30,vs,Whitehaven,W,26-19,https://www.maxpreps.com/tn/memphis/whitehaven-tigers/football/,2025-02-04T17:04:13.316789,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,9/6,@,Southaven,W,40-13,https://www.maxpreps.com/ms/southaven/southaven-chargers/football/,2025-02-04T17:04:13.396494,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,9/13,@,Hernando,W,35-6,https://www.maxpreps.com/ms/hernando/hernando-tigers/football/,2025-02-04T17:04:13.448499,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,9/20,vs,Oxford,W,34-10,https://www.maxpreps.com/ms/oxford/oxford-chargers/football/,2025-02-04T17:04:13.496806,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,9/27,vs,Houston,W,35-13,https://www.maxpreps.com/tn/germantown/houston-mustangs/football/,2025-02-04T17:04:13.543808,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,10/4,@,West Point,W,35-14,https://www.maxpreps.com/ms/west-point/west-point-green-wave/football/,2025-02-04T17:04:13.691066,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,10/11,vs,Madison Central,W,28-23,https://www.maxpreps.com/ms/madison/madison-central-jaguars/football/,2025-02-04T17:04:13.835793,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,10/18,@,Germantown,W,12-0,https://www.maxpreps.com/ms/madison/germantown-mavericks/football/,2025-02-04T17:04:13.884310,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,10/25,vs,"C
Clinton",W,49-0,https://www.maxpreps.com/ms/clinton/clinton-arrows/football/,2025-02-04T17:04:13.931310,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,11/7,@,Starkville,W,29-14,https://www.maxpreps.com/ms/starkville/starkville-yellowjackets/football/,2025-02-04T17:04:13.978833,Processed
Tupelo (MS),(MS),https://www.maxpreps.com/ms/tupelo/tupelo-golden-wave/football/schedule/,11/15,vs,Lewisburg,W,48-7,https://www.maxpreps.com/ms/olive-branch/lewisburg-patriots/football/,2025-02-04T17:04:14.027994,Processed
