Date,League,Home,Home_Score,Away,Away_Score,Source,ScrapedAt
26-Sep-25,PSK(EX),Medicine Hat,62,Foothills,2,www.footballalberta.ab.ca,2025-12-07T07:46:34.751839
26-Sep-25,RKV,Chestermere,14,W.H. Croxford,28,www.footballalberta.ab.ca,2025-12-07T07:46:34.789839
26-Sep-25,RKV,Springbank,6,George McDougall,19,www.footballalberta.ab.ca,2025-12-07T07:46:34.828115
26-Sep-25,SOU,Winston Churchill,13,W.R. Myers,32,www.footballalberta.ab.ca,2025-12-07T07:46:34.865116
26-Sep-25,SOU,McCoy,27,Brooks,9,www.footballalberta.ab.ca,2025-12-07T07:46:34.903114
26-Sep-25,SOU,Willow Creek,35,Crescent Heights (MH),16,www.footballalberta.ab.ca,2025-12-07T07:46:34.946470
27-Sep-25,MPE(EX),Fort McMurray,6,Cold Lake,50,www.footballalberta.ab.ca,2025-12-07T07:46:34.995470
27-Sep-25,6aside1,J.C. Charyk,68,Breton,86,www.footballalberta.ab.ca,2025-12-07T07:46:35.042991
27-Sep-25,6aside1,Holy Redeemer,29,Rimbey,41,www.footballalberta.ab.ca,2025-12-07T07:46:35.089990
27-Sep-25,6aside2,HTA - Drayton Valley,,Westlock,,www.footballalberta.ab.ca,2025-12-07T07:46:35.137060
27-Sep-25,6aside2,Parkland,16,St. Carlo Acutis,86,www.footballalberta.ab.ca,2025-12-07T07:46:35.183059
27-Sep-25,6aside2,Roland Mitchener,14,Notre Dame (JV),44,www.footballalberta.ab.ca,2025-12-07T07:46:35.224388
27-Sep-25,9aside,Peace River,50,Frank Maddock,0,www.footballalberta.ab.ca,2025-12-07T07:46:35.269388
27-Sep-25,9aside,Wainwright,48,Ponoka,46,www.footballalberta.ab.ca,2025-12-07T07:46:35.313395
27-Sep-25,9aside,Bonnyville,41,Millwoods Christian,14,www.footballalberta.ab.ca,2025-12-07T07:46:35.356909
27-Sep-25,9aside,Coaldale,30,Pincher Creek,32,www.footballalberta.ab.ca,2025-12-07T07:46:35.398910
27-Sep-25,9aside,Carstairs,61,Wetaskiwin,15,www.footballalberta.ab.ca,2025-12-07T07:46:35.438426
27-Sep-25,RKV,Bow Valley,11,Bert Church,31,www.footballalberta.ab.ca,2025-12-07T07:46:35.476425
02-Oct-25,9aside,High Prairie,45,Whitecourt,6,www.footballalberta.ab.ca,2025-12-07T07:46:35.551941
02-Oct-25,9aside,Carstairs,DNP,Pincher Creek,DNP,www.footballalberta.ab.ca,2025-12-07T07:46:35.594938
02-Oct-25,CEN,Camrose,9,Lacombe,52,www.footballalberta.ab.ca,2025-12-07T07:46:35.637984
02-Oct-25,CEN,Lindsay Thurber,0,Sylvan Lake,56,www.footballalberta.ab.ca,2025-12-07T07:46:35.681986
02-Oct-25,CGY,John G. Diefenbaker,45,Father Lacombe,12,www.footballalberta.ab.ca,2025-12-07T07:46:35.725106
02-Oct-25,CGY,Forest Lawn,20,Bishop McNally,48,www.footballalberta.ab.ca,2025-12-07T07:46:35.769104
02-Oct-25,CGY,St. Mary's,7,Our Lady of the Rockies,30,www.footballalberta.ab.ca,2025-12-07T07:46:35.816253
02-Oct-25,CGY,Dr. E. P. Scarlett,,Central Memorial,,www.footballalberta.ab.ca,2025-12-07T07:46:35.856138
02-Oct-25,CGY,Nelson Mandela,0,Lester B. Pearson,21,www.footballalberta.ab.ca,2025-12-07T07:46:35.895136
02-Oct-25,CGY,North Trail,27,Sir Winston Churchill,24,www.footballalberta.ab.ca,2025-12-07T07:46:35.932229
02-Oct-25,ED2,Archbishop Jordan,50,Archbishop O'Leary,0,www.footballalberta.ab.ca,2025-12-07T07:46:35.975835
02-Oct-25,ED2,Strathcona,23,Beaumont,7,www.footballalberta.ab.ca,2025-12-07T07:46:36.017841
02-Oct-25,ED2,St. Francis Xavier,22,Lillian Osborne,12,www.footballalberta.ab.ca,2025-12-07T07:46:36.065353
02-Oct-25,ED3,Leduc,1,Fort Saskatchewan,25,www.footballalberta.ab.ca,2025-12-07T07:46:36.109358
02-Oct-25,ED3,Ardrossan,28,McNally,14,www.footballalberta.ab.ca,2025-12-07T07:46:36.154706
03-Oct-25,9aside,Frank Maddock,7,Valleyview,20,www.footballalberta.ab.ca,2025-12-07T07:46:36.203706
03-Oct-25,9aside,Wainwright,17,Bonnyville,31,www.footballalberta.ab.ca,2025-12-07T07:46:36.250221
03-Oct-25,9aside(EX),Millwood Christian,0,Peace River,56,www.footballalberta.ab.ca,2025-12-07T07:46:36.299222
03-Oct-25,BSK,Olds,55,Canmore,22,www.footballalberta.ab.ca,2025-12-07T07:46:36.342737
03-Oct-25,BSK(EX),Drumheller,18,Brooks,16,www.footballalberta.ab.ca,2025-12-07T07:46:36.384737
03-Oct-25,CEN,Stettler,20,Hunting Hills,39,www.footballalberta.ab.ca,2025-12-07T07:46:36.428251
03-Oct-25,CEN,Iron Ridge,0,Notre Dame (RD),66,www.footballalberta.ab.ca,2025-12-07T07:46:36.469252
03-Oct-25,CGY,Joane Cardinal-Schubert,42,Robert Thirsk,7,www.footballalberta.ab.ca,2025-12-07T07:46:36.519255
03-Oct-25,CGY,All Saints,0,Bishop Carroll,22,www.footballalberta.ab.ca,2025-12-07T07:46:36.562768
03-Oct-25,CGY,St. Francis,0,Ernest Manning,32,www.footballalberta.ab.ca,2025-12-07T07:46:36.606777
03-Oct-25,CGY,Lord Beaverbrook,0,William Aberhart,40,www.footballalberta.ab.ca,2025-12-07T07:46:36.648283
03-Oct-25,CGY,Centennial,24,Western Canada,19,www.footballalberta.ab.ca,2025-12-07T07:46:36.690285
03-Oct-25,CGY,Bishop O'Byrne,33,Crescent Heights (CGY),10,www.footballalberta.ab.ca,2025-12-07T07:46:36.733799
03-Oct-25,ED1,Austin O'Brien,19,Bev Facey,22,www.footballalberta.ab.ca,2025-12-07T07:46:36.771799
03-Oct-25,ED1,Spruce Grove,6,Harry Ainlay,35,www.footballalberta.ab.ca,2025-12-07T07:46:36.810803
03-Oct-25,ED1,Jasper Place,7,Ross Sheppard,3,www.footballalberta.ab.ca,2025-12-07T07:46:36.847311
03-Oct-25,ED2,M.E. LaZerte,0,Sturgeon,44,www.footballalberta.ab.ca,2025-12-07T07:46:36.884312
03-Oct-25,ED2,Paul Kane,0,Bellerose,29,www.footballalberta.ab.ca,2025-12-07T07:46:36.922361
03-Oct-25,ED3,St. Albert,70,Queen Elizabeth,0,www.footballalberta.ab.ca,2025-12-07T07:46:36.962361
03-Oct-25,IND,Strathmore,14,McCoy,20,www.footballalberta.ab.ca,2025-12-07T07:46:37.005360
03-Oct-25,MPE,Grande Prairie,21,Peace Wapiti,16,www.footballalberta.ab.ca,2025-12-07T07:46:37.049419
03-Oct-25,PSK,Catholic Central,0,L.C.I.,54,www.footballalberta.ab.ca,2025-12-07T07:46:37.092417
03-Oct-25,PSK,Chinook,9,Raymond,56,www.footballalberta.ab.ca,2025-12-07T07:46:37.135936
03-Oct-25,PSK,Medicine Hat,24,Cardston,24,www.footballalberta.ab.ca,2025-12-07T07:46:37.177938
03-Oct-25,RKV,Cochrane,42,Bow Valley,0,www.footballalberta.ab.ca,2025-12-07T07:46:37.219942
03-Oct-25,SOU,Willow Creek,35,Winston Churchill,0,www.footballalberta.ab.ca,2025-12-07T07:46:37.263455
03-Oct-25,SOU,Crescent Heights (MH),28,W.R. Myers,21,www.footballalberta.ab.ca,2025-12-07T07:46:37.305453
03-Oct-25,WHE,St. Paul,81,Cold Lake,19,www.footballalberta.ab.ca,2025-12-07T07:46:37.348972
03-Oct-25,WHE(EX),Holy Rosary,DNP,Fort McMurray,DNP,www.footballalberta.ab.ca,2025-12-07T07:46:37.389971
04-Oct-25,6aside1,Hinton,42,Rimbey,37,www.footballalberta.ab.ca,2025-12-07T07:46:37.427484
04-Oct-25,6aside1,Holy Redeemer,21,J.C Charyk,22,www.footballalberta.ab.ca,2025-12-07T07:46:37.470486
04-Oct-25,6aside1,Breton,28,Rocky Mountain House,42,www.footballalberta.ab.ca,2025-12-07T07:46:37.517491
04-Oct-25,6aside2,St. Carlo Acutis,70,J.R. Robson,1,www.footballalberta.ab.ca,2025-12-07T07:46:37.567003
04-Oct-25,6aside2,Westlock,48,Notre Dame (JV),13,www.footballalberta.ab.ca,2025-12-07T07:46:37.620006
04-Oct-25,6aside2,HTA - Drayton Valley,59,Parkland,53,www.footballalberta.ab.ca,2025-12-07T07:46:37.665517
04-Oct-25,9aside,Ponoka,47,Wetaskiwin,8,www.footballalberta.ab.ca,2025-12-07T07:46:37.710522
04-Oct-25,IND,Holy Trinity Academy,19,Salisbury,15,www.footballalberta.ab.ca,2025-12-07T07:46:37.758556
04-Oct-25,RKV,W.H. Croxford,47,Springbank,7,www.footballalberta.ab.ca,2025-12-07T07:46:37.808557
04-Oct-25,RKV,George McDougall,26,Bert Church,8,www.footballalberta.ab.ca,2025-12-07T07:46:37.850068
07-Oct-25,9aside(EX),Sexsmith,,TBA,,www.footballalberta.ab.ca,2025-12-07T07:46:37.936583
07-Oct-25,9aside,West Central,,Hinton,,www.footballalberta.ab.ca,2025-12-07T07:46:37.980582
09-Oct-25,9aside,Peace River,,Valleyview,,www.footballalberta.ab.ca,2025-12-07T07:46:38.028225
09-Oct-25,9aside,Whitecourt,,Frank Maddock,,www.footballalberta.ab.ca,2025-12-07T07:46:38.077084
09-Oct-25,CEN,Sylvan Lake,,Stettler,,www.footballalberta.ab.ca,2025-12-07T07:46:38.121601
09-Oct-25,CEN,Lacombe,,Notre Dame (RD),,www.footballalberta.ab.ca,2025-12-07T07:46:38.165193
09-Oct-25,CEN,Camrose,,Lindsay Thurber,,www.footballalberta.ab.ca,2025-12-07T07:46:38.210799
09-Oct-25,CGY,Lester B. Pearson,,Bishop O'Byrne,,www.footballalberta.ab.ca,2025-12-07T07:46:38.252312
09-Oct-25,CGY,Henry Wise Wood,,Lord Beaverbrook,,www.footballalberta.ab.ca,2025-12-07T07:46:38.294310
09-Oct-25,CGY,Ernest Manning,,All Saints,,www.footballalberta.ab.ca,2025-12-07T07:46:38.338827
09-Oct-25,CGY,Bowness,,Bishop Carroll,,www.footballalberta.ab.ca,2025-12-07T07:46:38.382825
09-Oct-25,CGY,William Aberhart,,Centennial,,www.footballalberta.ab.ca,2025-12-07T07:46:38.433267
09-Oct-25,CGY,St. Francis,,Notre Dame (CGY),,www.footballalberta.ab.ca,2025-12-07T07:46:38.479267
09-Oct-25,ED1,Ross Sheppard,,Salisbury,,www.footballalberta.ab.ca,2025-12-07T07:46:38.523780
09-Oct-25,ED1,Bev Facey,,Spruce Grove,,www.footballalberta.ab.ca,2025-12-07T07:46:38.565782
09-Oct-25,ED1,Harry Ainlay,,Jasper Place,,www.footballalberta.ab.ca,2025-12-07T07:46:38.608789
09-Oct-25,ED2,Beaumont,,Lillian Osborne,,www.footballalberta.ab.ca,2025-12-07T07:46:38.652301
09-Oct-25,ED2,Strathcona,,Archbishop Jordan,,www.footballalberta.ab.ca,2025-12-07T07:46:38.695301
09-Oct-25,ED2,St. Francis Xavier,,Bellerose,,www.footballalberta.ab.ca,2025-12-07T07:46:38.738816
09-Oct-25,ED3,Ardrossan,,Fort Saskatchewan,,www.footballalberta.ab.ca,2025-12-07T07:46:38.782816
09-Oct-25,ED3,St. Joseph,,Queen Elizabeth,,www.footballalberta.ab.ca,2025-12-07T07:46:38.823333
09-Oct-25,IND,Strathmore,,Brooks,,www.footballalberta.ab.ca,2025-12-07T07:46:38.867334
09-Oct-25,MPE(EX),St. Joseph's,,Grande Prairie,,www.footballalberta.ab.ca,2025-12-07T07:46:38.910337
09-Oct-25,PSK,Medicine Hat,,Chinook,,www.footballalberta.ab.ca,2025-12-07T07:46:38.955847
09-Oct-25,PSK,Catholic Central,,Raymond,,www.footballalberta.ab.ca,2025-12-07T07:46:38.999845
09-Oct-25,RKV,Bert Church,,W.H. Croxford,,www.footballalberta.ab.ca,2025-12-07T07:46:39.042876
09-Oct-25,SOU,W.R. Myers,,Willow Creek,,www.footballalberta.ab.ca,2025-12-07T07:46:39.085877
09-Oct-25,SOU,McCoy,,Winston Churchill,,www.footballalberta.ab.ca,2025-12-07T07:46:39.125391
09-Oct-25,WHE,Cold Lake,,Holy Rosary,,www.footballalberta.ab.ca,2025-12-07T07:46:39.164391
10-Oct-25,9aside,Ponoka,,Bonnyville,,www.footballalberta.ab.ca,2025-12-07T07:46:39.204391
10-Oct-25,9aside,Wetaskiwin,,Millwoods Christian,,www.footballalberta.ab.ca,2025-12-07T07:46:39.245908
10-Oct-25,9aside,Pincher Creek,,Coaldale,,www.footballalberta.ab.ca,2025-12-07T07:46:39.289908
10-Oct-25,CEN,Hunting Hills,,Iron Ridge,,www.footballalberta.ab.ca,2025-12-07T07:46:39.333421
10-Oct-25,CGY,St. Mary's,,North Trail,,www.footballalberta.ab.ca,2025-12-07T07:46:39.378424
10-Oct-25,CGY,Central Memorial,,Sir Winston Churchill,,www.footballalberta.ab.ca,2025-12-07T07:46:39.421933
10-Oct-25,CGY,Dr. E. P. Scarlett,,Father Lacombe,,www.footballalberta.ab.ca,2025-12-07T07:46:39.466939
10-Oct-25,CGY,John G. Diefenbaker,,Forest Lawn,,www.footballalberta.ab.ca,2025-12-07T07:46:39.510949
10-Oct-25,CGY,Nelson Mandela,,Bishop McNally,,www.footballalberta.ab.ca,2025-12-07T07:46:39.551457
10-Oct-25,CGY,Western Canada,,Joane Cardinal-Schubert,,www.footballalberta.ab.ca,2025-12-07T07:46:39.591457
10-Oct-25,ED2,M.E. LaZerte,,Paul Kane,,www.footballalberta.ab.ca,2025-12-07T07:46:39.629971
10-Oct-25,ED2,Sturgeon,,Archbishop O'Leary,,www.footballalberta.ab.ca,2025-12-07T07:46:39.665971
10-Oct-25,ED3,McNally,,Leduc,,www.footballalberta.ab.ca,2025-12-07T07:46:39.705971
10-Oct-25,IND,Foothills,,Holy Trinity Academy,,www.footballalberta.ab.ca,2025-12-07T07:46:39.750227
10-Oct-25,RKV,Bow Valley,,Chestermere,,www.footballalberta.ab.ca,2025-12-07T07:46:39.795228
10-Oct-25,RKV,George McDougall,,Cochrane,,www.footballalberta.ab.ca,2025-12-07T07:46:39.840394
10-Oct-25,SOU(EX),Crescent Heights (MH),,Cardston,,www.footballalberta.ab.ca,2025-12-07T07:46:39.885394
11-Oct-25,6aside2,J.R. Robson,,Notre Dame (JV),,www.footballalberta.ab.ca,2025-12-07T07:46:39.928517
11-Oct-25,6aside2,HTA - Drayton Valley,,Roland Mitchener,,www.footballalberta.ab.ca,2025-12-07T07:46:39.972517
11-Oct-25,6aside2,Westlock,,Parkland,,www.footballalberta.ab.ca,2025-12-07T07:46:40.014522
15-Oct-25,CGY,Lord Beaverbrook,,Ernest Manning,,www.footballalberta.ab.ca,2025-12-07T07:46:40.092035
15-Oct-25,CGY,Centennial,,Henry Wise Wood,,www.footballalberta.ab.ca,2025-12-07T07:46:40.130545
15-Oct-25,CGY,Notre Dame (CGY),,All Saints,,www.footballalberta.ab.ca,2025-12-07T07:46:40.172545
15-Oct-25,CGY,Bowness,,William Aberhart,,www.footballalberta.ab.ca,2025-12-07T07:46:40.213549
16-Oct-25,CEN,Iron Ridge,,Sylvan Lake,,www.footballalberta.ab.ca,2025-12-07T07:46:40.259094
16-Oct-25,CEN,Lindsay Thurber,,Stettler,,www.footballalberta.ab.ca,2025-12-07T07:46:40.304489
16-Oct-25,CGY,Joane Cardinal-Schubert,,Bishop Carroll,,www.footballalberta.ab.ca,2025-12-07T07:46:40.344003
16-Oct-25,CGY,Robert Thirsk,,Our Lady of the Rockies,,www.footballalberta.ab.ca,2025-12-07T07:46:40.389569
16-Oct-25,CGY,Crescent Heights (CGY),,Western Canada,,www.footballalberta.ab.ca,2025-12-07T07:46:40.430660
16-Oct-25,CGY,Bishop O'Byrne,,St. Mary's,,www.footballalberta.ab.ca,2025-12-07T07:46:40.468661
16-Oct-25,ED2,North #1,,South #4,,www.footballalberta.ab.ca,2025-12-07T07:46:40.507661
16-Oct-25,ED3,Fort Saskatchewan,,St. Albert,,www.footballalberta.ab.ca,2025-12-07T07:46:40.547177
16-Oct-25,ED3,St. Joseph,,Ardrossan,,www.footballalberta.ab.ca,2025-12-07T07:46:40.588176
16-Oct-25,PSK,L.C.I.,,Chinook,,www.footballalberta.ab.ca,2025-12-07T07:46:40.627689
16-Oct-25,SOU,Winston Churchill,,Brooks,,www.footballalberta.ab.ca,2025-12-07T07:46:40.664689
17-Oct-25,9aside,Peace Division #4,,Peace Division #5,,www.footballalberta.ab.ca,2025-12-07T07:46:40.704690
17-Oct-25,9aside,Central Division #4,,Central Division #5,,www.footballalberta.ab.ca,2025-12-07T07:46:40.744020
17-Oct-25,9aside,Carstairs,,Coaldale,,www.footballalberta.ab.ca,2025-12-07T07:46:40.784021
17-Oct-25,BSK,#1,,#4,,www.footballalberta.ab.ca,2025-12-07T07:46:40.825534
17-Oct-25,BSK,#2,,#3,,www.footballalberta.ab.ca,2025-12-07T07:46:40.863534
17-Oct-25,CEN,Notre Dame (RD),,Camrose,,www.footballalberta.ab.ca,2025-12-07T07:46:40.906534
17-Oct-25,CEN,Hunting Hills,,Lacombe,,www.footballalberta.ab.ca,2025-12-07T07:46:40.945050
17-Oct-25,CGY,Forest Lawn,,Nelson Mandela,,www.footballalberta.ab.ca,2025-12-07T07:46:40.983049
17-Oct-25,CGY,Dr. E. P. Scarlett,,John G. Diefenbaker,,www.footballalberta.ab.ca,2025-12-07T07:46:41.021053
17-Oct-25,CGY,North Trail,,Lester B. Pearson,,www.footballalberta.ab.ca,2025-12-07T07:46:41.061563
17-Oct-25,CGY,Sir Winston Churchill,,Father Lacombe,,www.footballalberta.ab.ca,2025-12-07T07:46:41.099563
17-Oct-25,CGY,Bishop McNally,,Central Memorial,,www.footballalberta.ab.ca,2025-12-07T07:46:41.138079
17-Oct-25,ED1,Harry Ainlay,,Austin O'Brien,,www.footballalberta.ab.ca,2025-12-07T07:46:41.177078
17-Oct-25,ED1,Salisbury,,Jasper Place,,www.footballalberta.ab.ca,2025-12-07T07:46:41.216082
17-Oct-25,ED1,Ross Sheppard,,Spruce Grove,,www.footballalberta.ab.ca,2025-12-07T07:46:41.254591
17-Oct-25,ED2,North #2,,South #3,,www.footballalberta.ab.ca,2025-12-07T07:46:41.292591
17-Oct-25,ED2,South #1,,North #4,,www.footballalberta.ab.ca,2025-12-07T07:46:41.330106
17-Oct-25,ED2,South #2,,North #3,,www.footballalberta.ab.ca,2025-12-07T07:46:41.373106
17-Oct-25,ED3,Queen Elizabeth,,Leduc,,www.footballalberta.ab.ca,2025-12-07T07:46:41.415110
17-Oct-25,IND,Strathmore,,Foothills,,www.footballalberta.ab.ca,2025-12-07T07:46:41.454620
17-Oct-25,MPE,#1,,#4,,www.footballalberta.ab.ca,2025-12-07T07:46:41.495619
17-Oct-25,MPE,#2,,#4,,www.footballalberta.ab.ca,2025-12-07T07:46:41.532134
17-Oct-25,PSK,Raymond,,Medicine Hat,,www.footballalberta.ab.ca,2025-12-07T07:46:41.571135
17-Oct-25,PSK,Cardston,,Catholic Central,,www.footballalberta.ab.ca,2025-12-07T07:46:41.612139
17-Oct-25,RKV,#1 (A Division),,#4 (A Division),,www.footballalberta.ab.ca,2025-12-07T07:46:41.652648
17-Oct-25,RKV,#2 (A Division),,#3 (A Division),,www.footballalberta.ab.ca,2025-12-07T07:46:41.691649
17-Oct-25,RKV,#6 (B Division),,#7 (B Division),,www.footballalberta.ab.ca,2025-12-07T07:46:41.730162
17-Oct-25,SOU,McCoy,,W.R. Myers,,www.footballalberta.ab.ca,2025-12-07T07:46:41.768162
17-Oct-25,WHE,Holy Rosary,,St. Paul,,www.footballalberta.ab.ca,2025-12-07T07:46:41.806162
18-Oct-25,6aside1,Hinton,,Holy Redeemer,,www.footballalberta.ab.ca,2025-12-07T07:46:41.843674
18-Oct-25,6aside1,Rimbey,,Breton,,www.footballalberta.ab.ca,2025-12-07T07:46:41.881674
18-Oct-25,6aside1,J.C. Charyk,,Rocky Mountain House,,www.footballalberta.ab.ca,2025-12-07T07:46:41.920679
18-Oct-25,6aside2,Notre Dame (JV),,St. Carlo Acutis,,www.footballalberta.ab.ca,2025-12-07T07:46:41.960190
18-Oct-25,6aside2,Parkland,,J.R. Robson,,www.footballalberta.ab.ca,2025-12-07T07:46:41.997192
18-Oct-25,6aside2,Westlock,,Roland Mitchener,,www.footballalberta.ab.ca,2025-12-07T07:46:42.035702
18-Oct-25,IND,Holy Trinity Academy,,St. Joseph's,,www.footballalberta.ab.ca,2025-12-07T07:46:42.078702
22-Oct-25,CGY,Div. 1 #3,,Div. 1 #6,,www.footballalberta.ab.ca,2025-12-07T07:46:42.156219
22-Oct-25,CGY,Div. 1 #4,,Div. 1 #5,,www.footballalberta.ab.ca,2025-12-07T07:46:42.194220
22-Oct-25,CGY,Div. 3 Quarterfinalist,,Div. 3 Quarterfinalist,,www.footballalberta.ab.ca,2025-12-07T07:46:42.233734
23-Oct-25,CEN,#5 Consolation Game,,#6 Consolation Game,,www.footballalberta.ab.ca,2025-12-07T07:46:42.272733
23-Oct-25,CEN,#7 Consolation Game,,#8 Consolation Game,,www.footballalberta.ab.ca,2025-12-07T07:46:42.310737
23-Oct-25,CGY,Div. 2 #1,,Div. 2 #8,,www.footballalberta.ab.ca,2025-12-07T07:46:42.353249
23-Oct-25,CGY,Div. 2 #2,,Div. 2 #7,,www.footballalberta.ab.ca,2025-12-07T07:46:42.391248
23-Oct-25,CGY,Div. 2 #3,,Div. 2 #6,,www.footballalberta.ab.ca,2025-12-07T07:46:42.428762
23-Oct-25,CGY,Div. 2 #4,,Div. 2 #5,,www.footballalberta.ab.ca,2025-12-07T07:46:42.470766
23-Oct-25,ED2,Semi-Finalist,,Semi-Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:42.517537
23-Oct-25,ED2,Semi-Finalist,,Semi-Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:42.557532
23-Oct-25,ED3,#1,,#4,,www.footballalberta.ab.ca,2025-12-07T07:46:42.596127
23-Oct-25,ED3,#2,,#3,,www.footballalberta.ab.ca,2025-12-07T07:46:42.634640
23-Oct-25,PSK,Raymond,,L.C.I.,,www.footballalberta.ab.ca,2025-12-07T07:46:42.676193
24-Oct-25,9aside,Peace Division #1,,Winner 4/5,,www.footballalberta.ab.ca,2025-12-07T07:46:42.721197
24-Oct-25,9aside,Peace Division #2,,Peace Division #3,,www.footballalberta.ab.ca,2025-12-07T07:46:42.765707
24-Oct-25,9aside,Central Division #1,,Winner 4/5,,www.footballalberta.ab.ca,2025-12-07T07:46:42.812711
24-Oct-25,9aside,Central Division #2,,Central Division #3,,www.footballalberta.ab.ca,2025-12-07T07:46:42.853222
24-Oct-25,9aside,South Division #2,,South Division #3,,www.footballalberta.ab.ca,2025-12-07T07:46:42.899223
24-Oct-25,BSK,Finalist,,Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:42.939737
24-Oct-25,BSK,Consolation,,Consolation,,www.footballalberta.ab.ca,2025-12-07T07:46:42.977737
24-Oct-25,CEN,#1,,#4,,www.footballalberta.ab.ca,2025-12-07T07:46:43.015741
24-Oct-25,CEN,#2,,#3,,www.footballalberta.ab.ca,2025-12-07T07:46:43.054252
24-Oct-25,CGY,Div. 2B #1,,Div. 2B #8,,www.footballalberta.ab.ca,2025-12-07T07:46:43.093252
24-Oct-25,CGY,Div. 2B #2,,Div. 2B #7,,www.footballalberta.ab.ca,2025-12-07T07:46:43.132769
24-Oct-25,CGY,Div. 2B #3,,Div. 2B #6,,www.footballalberta.ab.ca,2025-12-07T07:46:43.170766
24-Oct-25,CGY,Div. 2B #4,,Div. 2B #5,,www.footballalberta.ab.ca,2025-12-07T07:46:43.208770
24-Oct-25,ED1,#1,,#4,,www.footballalberta.ab.ca,2025-12-07T07:46:43.247281
24-Oct-25,ED1,#2,,#3,,www.footballalberta.ab.ca,2025-12-07T07:46:43.290281
24-Oct-25,IND,Holy Trinity Academy,,Strathmore,,www.footballalberta.ab.ca,2025-12-07T07:46:43.336794
24-Oct-25,MPE,Peace Bowl Finalist,,Peace Bowl Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:43.373794
24-Oct-25,RKV,"""A"" Division Finalist",,"""A"" Division Finalist",,www.footballalberta.ab.ca,2025-12-07T07:46:43.411799
24-Oct-25,RKV,Loser A Division Semi,,B Division #5,,www.footballalberta.ab.ca,2025-12-07T07:46:43.450311
24-Oct-25,RKV,Loser A Division Semi,,Winner B Division 6/7,,www.footballalberta.ab.ca,2025-12-07T07:46:43.489311
24-Oct-25,WHE,#2,,#3,,www.footballalberta.ab.ca,2025-12-07T07:46:43.528826
24-Oct-25,WHE,#2,,#3,,www.footballalberta.ab.ca,2025-12-07T07:46:43.568825
24-Oct-25,ZONE 1,3A #1,,3A #4,,www.footballalberta.ab.ca,2025-12-07T07:46:43.610829
24-Oct-25,ZONE 1,3A #2,,3A #3,,www.footballalberta.ab.ca,2025-12-07T07:46:43.652343
24-Oct-25,ZONE 1,4A #1,,4A #4,,www.footballalberta.ab.ca,2025-12-07T07:46:43.692345
24-Oct-25,ZONE 1,4A #2,,4A #3,,www.footballalberta.ab.ca,2025-12-07T07:46:43.732857
25-Oct-25,6aside1,Breton,,HInton,,www.footballalberta.ab.ca,2025-12-07T07:46:43.775856
25-Oct-25,6aside1,Rocky Mountain House,,Holy Redeemer,,www.footballalberta.ab.ca,2025-12-07T07:46:43.817862
25-Oct-25,6aside1,Rimbey,,J.C. Charyk,,www.footballalberta.ab.ca,2025-12-07T07:46:43.857374
25-Oct-25,6aside2,St. Carlo Acutis,,Westlock,,www.footballalberta.ab.ca,2025-12-07T07:46:43.896373
25-Oct-25,6aside2,Parkland,,Roland Mitchener,,www.footballalberta.ab.ca,2025-12-07T07:46:43.941894
25-Oct-25,6aside2,J.R. Robson,,HTA - Drayton Valley,,www.footballalberta.ab.ca,2025-12-07T07:46:43.980893
25-Oct-25,IND,Foothills,,St. Joseph's,,www.footballalberta.ab.ca,2025-12-07T07:46:44.023405
27-Oct-25,CGY,Div. 1 #1,,Winner Quarterfinal,,www.footballalberta.ab.ca,2025-12-07T07:46:44.102410
27-Oct-25,CGY,Div. 1 #2,,Winner Quarterfinal,,www.footballalberta.ab.ca,2025-12-07T07:46:44.142922
29-Oct-25,CGY,Div. 3 #1,,Div. 3 Winner Quarterfinal,,www.footballalberta.ab.ca,2025-12-07T07:46:44.184923
29-Oct-25,CGY,Div. 3 #2,,Div. 3 #3,,www.footballalberta.ab.ca,2025-12-07T07:46:44.223433
30-Oct-25,BSK(EX),Highwood,,Brooks,,www.footballalberta.ab.ca,2025-12-07T07:46:44.262438
30-Oct-25,CGY,Div. 2 Semi-Finalist,,Div. 2 Semi-Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:44.300438
30-Oct-25,CGY,Div. 2 Semi-Finalist,,Div. 2 Semi-Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:44.337951
30-Oct-25,CGY,Div. 2B Semi-Finalist,,Div. 2B Semi-Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:44.377951
30-Oct-25,CGY,Div. 2B Semi-Finalist,,Div. 2B Semi-Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:44.418955
31-Oct-25,CEN,Winner Semi-Final,,Winner Semi-Final,,www.footballalberta.ab.ca,2025-12-07T07:46:44.457467
31-Oct-25,CEN,Loser Semi-Final,,Loser Semi-Final,,www.footballalberta.ab.ca,2025-12-07T07:46:44.496467
31-Oct-25,ZONE 1,3A Finalist,,3A Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:44.531979
31-Oct-25,ZONE 1,4A Finalist,,4A Finalist,,www.footballalberta.ab.ca,2025-12-07T07:46:44.571981
