Alias_Name,GameCount,Standardized_Name
Cambridge-Isanti (MN),513,Cambridge-Isanti (MN)
Campbell Tintah (MN),1,Campbell-Tintah (MN)
Campbell-Tintah (MN),126,Campbell-Tintah (MN)
Campbell-Tintah-Fairmont (MN),48,Campbell-Tintah-Fairmont (MN)
Campbell-Tintah-Fairmount (MN),3,Campbell-Tintah-Fairmont (MN)
Canby (MN),464,Canby (MN)
Cannon Falls (MN),460,Cannon Falls (MN)
Carlton (MN),366,Carlton (MN)
Cass Lake (MN),144,Cass Lake (MN)
Cass Lake Bug-O-Nay-Ge-Shig (MN),1,Cass Lake Chief Bug-O-Nay-Ge-Shig (MN)
Cass Lake Chief Bug-O-Nay-Ge-Shig (MN),34,Cass Lake Chief Bug-O-Nay-Ge-Shig (MN)
Cass Lake-Bena (MN),260,Cass Lake-Bena (MN)
Ceylon (MN),145,Ceylon (MN)
Champlin Park (MN),332,Champlin Park (MN)
Chandler-Lake Wilson (MN),134,Chandler-Lake Wilson (MN)
Chanhassen (MN),161,Chanhassen (MN)
Chaska (MN),552,Chaska (MN)
Chatfield (MN),451,Chatfield (MN)
Chisholm (MN),448,Chisholm (MN)
Chokio-Alberta (MN),251,Chokio-Alberta (MN)
Circle Pines Centennial (MN),523,Circle Pines Centennial (MN)
Clara City (MN),117,Clara City (MN)
Clara City MACCRAY (MN),267,Clara City MACCRAY (MN)
Claremont (MN),150,Claremont (MN)
Clarissa (MN),135,Clarissa (MN)
Clarkfield (MN),156,Clarkfield (MN)
Clearbrook (MN),108,Clearbrook (MN)
Clearbrook Gonvick (MN),17,Clearbrook-Gonvick (MN)
Clearbrook-Gonvick (MN),283,Clearbrook-Gonvick (MN)
Clearbrook-GonvickClearbrook (MN),5,Clearbrook-Gonvick (MN)
Cleveland (MN),376,Cleveland (MN)
Cleveland Immanuel (MN),18,Cleveland-Immanuel Lutheran (MN)
Cleveland-Immanuel Lutheran (MN),86,Cleveland-Immanuel Lutheran (MN)
Cleveland-Immanuel LutheranCleveland (MN),7,Cleveland-Immanuel Lutheran (MN)
Climax-Fisher (MN),227,Climax-Fisher (MN)
Clinton (MN),106,Clinton (MN)
Clinton-Graceville-Beardsley (MN),287,Clinton-Graceville-Beardsley (MN)
Cloquet (MN),658,Cloquet (MN)
Cloquet Fond du Lac Ojibwe (MN),57,Cloquet Fond du Lac Ojibwe (MN)
Cloquet Fond du Lac Ojibwe Ogichida (MN),17,Cloquet Fond du Lac Ojibwe (MN)
Cloquet Fond du Lac Ojibwe JV (MN),2,Cloquet Fond du Lac Ojibwe JV (MN)
Cold Spring Rocori (MN),510,Cold Spring Rocori (MN)
Coleraine Greenway (MN),313,Coleraine Greenway (MN)
Coleraine Greenway Nashwauk (MN),17,Coleraine Greenway-Nashwauk (MN)
Coleraine Greenway-Nashwauk-Keewatin (MN),142,Coleraine Greenway-Nashwauk-Keewatin (MN)
Collegeville St. John's Prep (MN),282,Collegeville St. John's Prep (MN)
Collegeville St. John's Preps (MN),2,Collegeville St. John's Prep (MN)
Columbia Heights (MN),611,Columbia Heights (MN)
Concordia Academy-Roseville (MN),267,Concordia Academy-Roseville (MN)
Cook (MN),243,Cook (MN)
Cook North Woods (MN),137,Cook North Woods (MN)
Coon Rapids (MN),582,Coon Rapids (MN)
Cosmos (MN),184,Cosmos (MN)
Cottage Grove Park (MN),442,Cottage Grove Park (MN)
Cotton (MN),209,Cotton (MN)
Cottonwood (MN),158,Cottonwood (MN)
Cottonwood Lakeview (MN),311,Cottonwood Lakeview (MN)
Cromwell (MN),448,Cromwell (MN)
Crookston (MN),496,Crookston (MN)
Crosby Ironton (MN),18,Crosby-Ironton (MN)
Crosby-Ironton (MN),502,Crosby-Ironton (MN)
Culver South Ridge (MN),145,Culver South Ridge (MN)
Danube (MN),116,Danube (MN)
Dassel Cokato (MN),3,Dassel-Cokato (MN)
Dassel-Cokato (MN),461,Dassel-Cokato (MN)
Dawson Boyd (MN),19,Dawson-Boyd (MN)
Dawson-Boyd (MN),426,Dawson-Boyd (MN)
Deer River (MN),512,Deer River (MN)
Delano (MN),544,Delano (MN)
Delavan (MN),101,Delavan (MN)
Detroit Lakes (MN),538,Detroit Lakes (MN)
Detroit Lakes Ulen-Hitterdal (MN),130,Detroit Lakes Ulen-Hitterdal (MN)
Dilworth (MN),176,Dilworth (MN)
Dilworth-Glyndon-Felton (MN),288,Dilworth-Glyndon-Felton (MN)
Dodge Center (MN),153,Dodge Center (MN)
Dodge Center Triton (MN),402,Dodge Center Triton (MN)
Dover-Eyota (MN),472,Dover-Eyota (MN)
