Alias_Name,GameCount,Standardized_Name
Glenwood Springs (CO),475,Glenwood Springs (CO)
Golden (CO),463,Golden (CO)
Granada (CO),394,Granada (CO)
Granby Middle Park (CO),321,Granby Middle Park (CO)
Grand Junction (CO),1203,Grand Junction (CO)
Grand Junction Central (CO),650,Grand Junction Central (CO)
Grand Junction Central JV (CO),15,Grand Junction Central JV (CO)
Grand Junction Central Sophs (CO),1,Grand Junction Central JV (CO)
"Grand junction """"B"""" (CO)",3,Grand Junction JV (CO)
"Grand Junction """"JV"""" (CO)",1,Grand Junction JV (CO)
Grand Junction Sophs (CO),1,Grand Junction JV (CO)
Grand Junction Life Academy (CO),20,Grand Junction Life Academy Christian (CO)
Grand Junction Life Academy Christian (CO),16,Grand Junction Life Academy Christian (CO)
Greeley Central (CO),819,Greeley Central (CO)
Greeley Dayspring Christian (CO),18,Greeley Dayspring Christian Academy (CO)
Greeley Dayspring Christian Academy (CO),1,Greeley Dayspring Christian Academy (CO)
Greeley Dayspring ChristianAcademy (CO),263,Greeley Dayspring Christian Academy (CO)
Greeley Northridge (CO),240,Greeley Northridge (CO)
Greeley University (CO),205,Greeley University (CO)
Greeley University High (CO),152,Greeley University High (CO)
Greeley West (CO),497,Greeley West (CO)
Greenwood Village Cherry Creek (CO),716,Greenwood Village Cherry Creek (CO)
Grover Pawnee (CO),119,Grover Pawnee (CO)
Gunnison (CO),465,Gunnison (CO)
Gypsum Eagle Valley (CO),427,Gypsum Eagle Valley (CO)
Haxtun (CO),442,Haxtun (CO)
Hayden (CO),367,Hayden (CO)
Henderson Prairie View (CO),201,Henderson Prairie View (CO)
Highlands Ranch (CO),365,Highlands Ranch (CO)
Highlands Ranch Mountain Vista (CO),200,Highlands Ranch Mountain Vista (CO)
Highlands Ranch Rock Canyon (CO),161,Highlands Ranch Rock Canyon (CO)
Highlands Ranch Thunder Ridge (CO),17,Highlands Ranch ThunderRidge (CO)
Highlands Ranch ThunderRidge (CO),248,Highlands Ranch ThunderRidge (CO)
Highlands Ranch Valor Christian (CO),188,Highlands Ranch Valor Christian (CO)
Hoehne (CO),359,Hoehne (CO)
Holly (CO),334,Holly (CO)
Holyoke (CO),408,Holyoke (CO)
Hotchkiss (CO),410,Hotchkiss (CO)
"Hotchkiss """"B"""" (CO)",1,Hotchkiss JV (CO)
Hotchkiss JV (CO),1,Hotchkiss JV (CO)
Hugo (CO),105,Hugo (CO)
Idalia (CO),338,Idalia (CO)
Ignacio (CO),1246,Ignacio (CO)
Iliff (CO),11,Iliff Caliche (CO)
Iliff Caliche (CO),375,Iliff Caliche (CO)
Joes Liberty (CO),202,Joes Liberty (CO)
Joes Liberty-Stratton (CO),15,Joes Liberty-Stratton (CO)
Joes Stratton-Liberty (CO),51,Joes Liberty-Stratton (CO)
Johnstown Roosevelt (CO),387,Johnstown Roosevelt (CO)
Julesburg (CO),211,Julesburg (CO)
Julesburg Sedgwick County (CO),234,Julesburg Sedgwick County (CO)
Keenesburg Weld Central (CO),360,Keenesburg Weld Central (CO)
Kersey Platte Valley (CO),387,Kersey Platte Valley (CO)
Kiowa (CO),254,Kiowa (CO)
Kit Carson (CO),279,Kit Carson (CO)
Kremmling West Grand (CO),380,Kremmling West Grand (CO)
La Jara Centauri (CO),375,La Jara Centauri (CO)
La Junta (CO),466,La Junta (CO)
La Junta La Junta (CO),17,La Junta (CO)
La Veta (CO),300,La Veta (CO)
La Veta La Veta (CO),14,La Veta (CO)
Lafayette Centaurus (CO),469,Lafayette Centaurus (CO)
Lafayette Justice (CO),141,Lafayette Justice (CO)
Lakewood (CO),526,Lakewood (CO)
Lakewood Alameda (CO),441,Lakewood Alameda (CO)
Lakewood Bear Creek (CO),502,Lakewood Bear Creek (CO)
Lakewood Green Mountain (CO),448,Lakewood Green Mountain (CO)
Denver Silver State Baptist (CO),1,Lakewood Silver State Baptist (CO)
Lakewood Silver State Baptist (CO),126,Lakewood Silver State Baptist (CO)
Lakewood Silver StateBaptist (CO),37,Lakewood Silver State Baptist (CO)
Morrison Silver State Christian (CO),6,Lakewood Silver State Baptist (CO)
Silver State (CO),1,Lakewood Silver State Baptist (CO)
Lakewood Silver StateBaptist JV (CO),1,Lakewood Silver State Baptist JV (CO)
Lakewood Westland Christian (CO),8,Lakewood Westland Christian (CO)
Lakewood WestlandChristian (CO),40,Lakewood Westland Christian (CO)
Lakewood WestlandChristian Academy (CO),1,Lakewood Westland Christian (CO)
Lamar (CO),486,Lamar (CO)
Las Animas (CO),400,Las Animas (CO)
Leadville Lake County (CO),340,Leadville Lake County (CO)
Limon (CO),553,Limon (CO)
Littleton (CO),503,Littleton (CO)
Littleton Arapahoe (CO),286,Littleton Arapahoe (CO)
Littleton Chatfield (CO),410,Littleton Chatfield (CO)
Littleton Columbine (CO),509,Littleton Columbine (CO)
Littleton Dakota Ridge (CO),313,Littleton Dakota Ridge (CO)
Littleton Front Range (CO),17,Littleton Front Range Christian (CO)
Littleton Front Range Christian (CO),177,Littleton Front Range Christian (CO)
Littleton Heritage (CO),516,Littleton Heritage (CO)
