Alias_Name,GameCount,Standardized_Name
Jackson Academy (AL),482,Jackson Academy (AL)
Jackson County (AL),272,Jackson County (AL)
Jacksonville (AL),986,Jacksonville (AL)
Jacksonville Christian Academy (AL),194,Jacksonville Christian Academy (AL)
Jacksonville Pleasant Valley (AL),459,Jacksonville Pleasant Valley (AL)
Jasper Curry (AL),899,Jasper Curry (AL)
Jasper Walker (AL),1114,Jasper Walker (AL)
Jefferson County (AL),176,Jefferson County (AL)
Jemison (AL),763,Jemison (AL)
Jemison Chilton Christian Academy (AL),66,Jemison Chilton Christian Academy (AL)
Jemison Chilton Christian (AL),8,Jemison Chilton Christian Academy (AL)
Joe Bradley (AL),123,Joe Bradley (AL)
Jones Valley (AL),628,Jones Valley (AL)
Kennedy (AL),370,Kennedy (AL)
Killen Brooks (AL),635,Killen Brooks (AL)
Kimberly Mortimer Jordan (AL),953,Kimberly Mortimer Jordan (AL)
Kinston (AL),544,Kinston (AL)
LaFayette (AL),861,LaFayette (AL)
LaFayette Chambers Academy (AL),495,LaFayette Chambers Academy (AL)
Lakeside (AL),214,Lakeside (AL)
Lanett (AL),1026,Lanett (AL)
Lafayette Lanier (AL),4,Lanett Lafayette Lanier (AL)
Lanier Lafayette (AL),1,Lanett Lafayette Lanier (AL)
Lanett Springwood (AL),483,Lanett Springwood (AL)
Lanier (AL)A,1,Lanier (AL)
Leeds (AL),1000,Leeds (AL)
R.R. Moten Leeds (AL),2,Leeds Robert Russa Moton (AL)
Leesburg Sand Rock (AL),710,Leesburg Sand Rock (AL)
Leighton Colbert County (AL),1149,Leighton Colbert County (AL)
Leroy (AL),993,Leroy (AL)
Lester West Limestone (AL),753,Lester West Limestone (AL)
Letohatchee Calhoun (AL),401,Letohatchee Calhoun (AL)
Lexington (AL),793,Lexington (AL)
Lincoln (AL),942,Lincoln (AL)
Linden (AL),955,Linden (AL)
Linden Marengo Academy (AL),582,Linden Marengo Academy (AL)
Lineville (AL),862,Lineville (AL)
Lineville Central of Clay County (AL),154,Lineville Central of Clay County (AL)
Lineville Central Of (AL),22,Lineville Central of Clay County (AL)
Litchfield (AL),311,Litchfield (AL)
Living Word (AL),3,Living Word (TN)
Living Word (AL) (TN),1,Living Word (TN)
Livingston (AL),701,Livingston (AL)
Loachapoka (AL),517,Loachapoka (AL)
Locust Fork (AL),730,Locust Fork (AL)
Louisville (AL),494,Louisville (AL)
Louisville KY (AL),4,Louisville (KY)
Louisville Dixie Academy (AL),306,Louisville Dixie Academy (AL)
Lowndes County (AL),371,Lowndes County (AL)
Lowndesboro Lowndes Academy (AL),567,Lowndesboro Lowndes Academy (AL)
Luverne (AL),937,Luverne (AL)
Luverne Crenshaw Christian Academy (AL),479,Luverne Crenshaw Christian Academy (AL)
Lyeffion (AL),300,Lyeffion (AL)
Lynn (AL),815,Lynn (AL)
Macon Academy (AL),137,Macon Academy (AL)
Madison Academy (AL),702,Madison Academy (AL)
Madison Bob Jones (AL),574,Madison Bob Jones (AL)
Madison James Clemens (AL),152,Madison James Clemens (AL)
Maplesville (AL),897,Maplesville (AL)
Maplesville Isabella (AL),742,Maplesville Isabella (AL)
Marbury (AL),753,Marbury (AL)
Marengo County (AL),423,Marengo County (AL)
Marion (AL),828,Marion (AL)
Marion Military Institute College (AL),398,Marion Military Institute College (AL)
Mary Montgomery (AL),563,Mary Montgomery (AL)
Maxwell AFB (AL),1,Maxwell Air Force Base (AL)
Maxwell Air Force Base (AL),1,Maxwell Air Force Base (AL)
McCalla McAdory (AL),910,McCalla McAdory (AL)
McGill (AL),777,McGill (AL)
McIntosh (AL),541,McIntosh (AL)
McKenzie (AL),820,McKenzie (AL)
Midfield (AL),604,Midfield (AL)
Midland City (AL),158,Midland City (AL)
Midland City Dale County (AL),828,Midland City Dale County (AL)
Millbrook New Life Christian (AL),165,Millbrook New Life Christian (AL)
New Life Academy (AL),19,Millbrook New Life Christian (AL)
Millbrook Stanhope Elmore (AL),687,Millbrook Stanhope Elmore (AL)
Millbrook Victory Christian Academy (AL),132,Millbrook Victory Christian Academy (AL)
Millport (AL),393,Millport (AL)
Millport South Lamar (AL),478,Millport South Lamar (AL)
Millry (AL),862,Millry (AL)
Mobile Baker (AL),794,Mobile Baker (AL)
Mobile Barton Academy (AL),122,Mobile Barton Academy (AL)
Mobile Central (AL),168,Mobile Central (AL)
Mobile Christian (AL),454,Mobile Christian (AL)
Mobile Cottage Hill Christian Academy (AL),247,Mobile Cottage Hill Christian Academy (AL)
Mobile County Training (AL),182,Mobile County Training (AL)
Mobile Davidson (AL),719,Mobile Davidson (AL)
Mobile Faith Academy (AL),411,Mobile Faith Academy (AL)
Mobile Independent Methodist (AL),100,Mobile Independent Methodist (AL)
Mobile LeFlore (AL),609,Mobile LeFlore (AL)
Mobile McGill-Toolen (AL),1018,Mobile McGill-Toolen (AL)
Mobile Mcgill Toolen (AL),20,Mobile McGill-Toolen (AL)
Mobile Murphy (AL),1138,Mobile Murphy (AL)
Mobile Rain (AL),701,Mobile Rain (AL)
Mobile Shaw (AL),460,Mobile Shaw (AL)
Mobile St. Luke's Episcopal (AL),137,Mobile St. Luke's Episcopal (AL)
Mobile Saint Luke's Episcopal (AL),32,Mobile St. Luke's Episcopal (AL)
Mobile St. Lukes (AL),18,Mobile St. Luke's Episcopal (AL)
Mobile St. Paul's Episcopal (AL),604,Mobile St. Paul's Episcopal (AL)
Mobile Saint Paul's Episcopal (AL),36,Mobile St. Paul's Episcopal (AL)
Mobile St. Pauls (AL),21,Mobile St. Paul's Episcopal (AL)
Mobile UMS-Wright Prep (AL),1228,Mobile UMS-Wright Prep (AL)
Mobile Ums Wright (AL),21,Mobile UMS-Wright Prep (AL)
Mobile UMS-Wright (AL),1,Mobile UMS-Wright Prep (AL)
West End Mobile (AL),8,Mobile West End (AL)
Mobile Williamson (AL),794,Mobile Williamson (AL)
Monroeville Monroe Academy (AL),666,Monroeville Monroe Academy (AL)
Monroeville Monroe (AL),1,Monroeville Monroe Academy (AL)
Monroeville Monroe County (AL),982,Monroeville Monroe County (AL)
Montevallo (AL),793,Montevallo (AL)
Montevallo Shelby Academy (AL),290,Montevallo Shelby Academy (AL)
Montgomery Academy (AL),621,Montgomery Academy (AL)
Montgomery Alabama Christian Academy (AL),539,Montgomery Alabama Christian Academy (AL)
Montgomery B.T. Washington (AL),134,Montgomery B.T. Washington (AL)
Montgomery Calvary Christian Academy (AL),137,Montgomery Calvary Christian Academy (AL)
Montgomery Carver (AL),720,Montgomery Carver (AL)
Montgomery Catholic (AL),248,Montgomery Catholic (AL)
Montgomery Central Academy (AL),364,Montgomery Central Academy (AL)
Montgomery County (AL),347,Montgomery County (AL)
Montgomery Evangel Family Christian Academy (AL),172,Montgomery Evangel Family Christian Academy (AL)
Montgomery Evangel Christian (AL),18,Montgomery Evangel Family Christian Academy (AL)
Montgomery Ezekiel Academy (AL),133,Montgomery Ezekiel Academy (AL)
Montgomery Jefferson Davis (AL),602,Montgomery Jefferson Davis (AL)
Montgomery Lanier (AL),1181,Montgomery Lanier (AL)
Montgomery Lee (AL),777,Montgomery Lee (AL)
Lee Montgomery B-Team (AL),14,Montgomery Lee B-Team (AL)
Montgomery Park Crossing (AL),119,Montgomery Park Crossing (AL)
Montgomery St. James (AL),517,Montgomery St. James (AL)
Montgomery Saint James (AL),60,Montgomery St. James (AL)
Montgomery St. Jude Educational Institute (AL),428,Montgomery St. Jude Educational Institute (AL)
Montgomery Trinity Presbyterian (AL),583,Montgomery Trinity Presbyterian (AL)
Montgomery Valiant Cross Academy (AL),28,Montgomery Valiant Cross Academy (AL)
Montgomery Valiant Cross (AL),18,Montgomery Valiant Cross Academy (AL)
Moody (AL),499,Moody (AL)
Moulton Lawrence County (AL),1062,Moulton Lawrence County (AL)
Moundville Hale County (AL),965,Moundville Hale County (AL)
Mount Hope (AL),233,Mount Hope (AL)
Mt. Hope (AL),31,Mount Hope (AL)
Munford (AL),845,Munford (AL)
Muscle Shoals (AL),694,Muscle Shoals (AL)
New Brockton (AL),547,New Brockton (AL)
New Hope (AL),677,New Hope (AL)
New Market Buckhorn (AL),678,New Market Buckhorn (AL)
New Site (AL),198,New Site (AL)
New Site Horseshoe Bend (AL),353,New Site Horseshoe Bend (AL)
Newbern Sunshine (AL),356,Newbern Sunshine (AL)
Newton (AL),129,Newton (AL)
Newton Wicksburg (AL),820,Newton Wicksburg (AL)
Newville (AL),229,Newville (AL)
Northport Northside (AL),688,Northport Northside (AL)
Northport Tuscaloosa County (AL),1108,Northport Tuscaloosa County (AL)
Notasulga (AL),814,Notasulga (AL)
Notasulga Reeltown (AL),789,Notasulga Reeltown (AL)
Oakman (AL),979,Oakman (AL)
