Alias_Name,GameCount,Standardized_Name
Kenosha Saint Joseph (WI),387,Kenosha St. Joseph (WI)
Kenosha Tremper (WI),620,Kenosha Tremper (WI)
Keshena Menominee Indian (WI),231,Keshena Menominee Indian (WI)
Kewaskum (WI),509,Kewaskum (WI)
Kewaunee (WI),576,Kewaunee (WI)
Kiel (WI),485,Kiel (WI)
Kimberly (WI),641,Kimberly (WI)
Kohler (WI),202,Kohler (WI)
La Crosse Aquinas (WI),404,La Crosse Aquinas (WI)
La Crosse Central (WI),896,La Crosse Central (WI)
La Crosse Logan (WI),591,La Crosse Logan (WI)
La Farge (WI),274,La Farge (WI)
Ladysmith (WI),496,Ladysmith (WI)
Lake Geneva Badger (WI),515,Lake Geneva Badger (WI)
Lake Holcombe (WI),323,Lake Holcombe (WI)
Lake Mills (WI),536,Lake Mills (WI)
Lake Mills Lakeside Lutheran (WI),483,Lake Mills Lakeside Lutheran (WI)
Lancaster (WI),696,Lancaster (WI)
Lena (WI),238,Lena (WI)
Lena-Saint Thomas Aquinas (WI),183,Lena-St. Thomas Aquinas (WI)
Little Chute (WI),483,Little Chute (WI)
Livingston Iowa Grant (WI),19,Livingston Iowa-Grant (WI)
Livingston Iowa-Grant (WI),488,Livingston Iowa-Grant (WI)
Lodi (WI),533,Lodi (WI)
Lomira (WI),465,Lomira (WI)
Loyal (WI),421,Loyal (WI)
Luck (WI),450,Luck (WI)
Luxemburg (WI),119,Luxemburg (WI)
Luxemburg-Casco (WI),524,Luxemburg-Casco (WI)
Madison Abundant Life Christian (WI),103,Madison Abundant Life Christian (WI)
Madison East (WI),543,Madison East (WI)
Madison Edgewood (WI),440,Madison Edgewood (WI)
Madison Holy Name Seminary (WI),189,Madison Holy Name Seminary (WI)
Madison La (WI),19,Madison La Follette (WI)
Madison La Follette (WI),513,Madison La Follette (WI)
Madison Memorial (WI),505,Madison Memorial (WI)
Madison Vel Phillips (WI),20,Madison Vel Phillips Memorial (WI)
Madison Vel Phillips Memorial (WI),5,Madison Vel Phillips Memorial (WI)
Madison West (WI),573,Madison West (WI)
Manawa Little Wolf (WI),517,Manawa Little Wolf (WI)
Manitowoc Lincoln (WI),805,Manitowoc Lincoln (WI)
Manitowoc Lutheran (WI),304,Manitowoc Lutheran (WI)
Manitowoc Roncalli (WI),384,Manitowoc Roncalli (WI)
Maple Northwestern (WI),560,Maple Northwestern (WI)
Marathon (WI),498,Marathon (WI)
Marinette (WI),820,Marinette (WI)
Marinette Catholic Central (WI),136,Marinette Catholic Central (WI)
Marion (WI),295,Marion (WI)
Marion Tigerton (WI),16,Marion-Tigerton (WI)
Marion-Tigerton (WI),132,Marion-Tigerton (WI)
Markesan (WI),481,Markesan (WI)
Marshfield (WI),654,Marshfield (WI)
Mauston (WI),516,Mauston (WI)
Mayville (WI),755,Mayville (WI)
Mazomanie Wisconsin Heights (WI),468,Mazomanie Wisconsin Heights (WI)
McFarland (WI),504,McFarland (WI)
Medford (WI),514,Medford (WI)
Melrose Mindoro (WI),19,Melrose-Mindoro (WI)
Melrose-Mindoro (WI),514,Melrose-Mindoro (WI)
Menasha (WI),671,Menasha (WI)
Menasha St. Mary Central (WI),119,Menasha St. Mary Central (WI)
Menomonee Falls (WI),487,Menomonee Falls (WI)
Menomonee Falls East (WI),115,Menomonee Falls East (WI)
Menomonee Falls North (WI),127,Menomonee Falls North (WI)
Menomonie (WI),623,Menomonie (WI)
Mequon Homestead (WI),568,Mequon Homestead (WI)
Merrill (WI),944,Merrill (WI)
Messmer-Shorewood (WI),188,Messmer-Shorewood (WI)
Middleton (WI),560,Middleton (WI)
Milton (WI),669,Milton (WI)
Milwaukee Barack Obama (WI),8,Milwaukee Barack Obama Career & Tech (WI)
Milwaukee Barack Obama Career & Tech (WI),20,Milwaukee Barack Obama Career & Tech (WI)
Milwaukee Bay View-Conservatory of Lifelong Learning (WI),351,Milwaukee Bay View-Conservatory of Lifelong Learning (WI)
Milwaukee Bradley Tech (WI),319,Milwaukee Bradley Tech (WI)
Milwaukee Custer (WI),208,Milwaukee Custer (WI)
Milwaukee Hamilton (WI),316,Milwaukee Hamilton (WI)
Milwaukee HOPE Christian (WI),100,Milwaukee HOPE Christian (WI)
Milwaukee Juneau (WI),168,Milwaukee Juneau (WI)
Milwaukee Lutheran (WI),355,Milwaukee Lutheran (WI)
Milwaukee Madison University-Northwest (WI),171,Milwaukee Madison University-Northwest (WI)
Milwaukee Marquette University (WI),21,Milwaukee Marquette University High (WI)
Milwaukee Marquette University High (WI),1035,Milwaukee Marquette University High (WI)
Milwaukee Marshall-School of Languages (WI),675,Milwaukee Marshall-School of Languages (WI)
Milwaukee North (WI),232,Milwaukee North (WI)
Milwaukee Pius XI (WI),507,Milwaukee Pius XI (WI)
Milwaukee Pulaski-Carmen Science & Tech South (WI),9,Milwaukee Pulaski-Carmen Science & Tech South (WI)
