Alias_Name,GameCount,Standardized_Name
Lemmon Mcintosh (SD),16,Lemmon-McIntosh (SD)
Lennox (SD),446,Lennox (SD)
Leola-Edmunds Central (SD),70,Leola-Edmunds Central (SD)
Leola-Edmunds (SD),2,Leola-Edmunds Central (SD)
Leola-Frederick (SD),152,Leola-Frederick (SD)
Leola Frederick (SD),90,Leola-Frederick (SD)
Lower Brule (SD),363,Lower Brule (SD)
Lyman County Lower Brule (SD),1,Lower Brule (SD)
Madison (SD),558,Madison (SD)
Marion (SD),266,Marion (SD)
Martin Bennett County (SD),375,Martin Bennett County (SD)
Marty Indian (SD),201,Marty Indian (SD)
Marty Indian School (SD),3,Marty Indian (SD)
McIntosh (SD),163,McIntosh (SD)
McLaughlin (SD),326,McLaughlin (SD)
Mellette Northwestern Area (SD),306,Mellette Northwestern Area (SD)
Mellette Northwestern (SD),174,Mellette Northwestern Area (SD)
Menno (SD),287,Menno (SD)
Menno Scotland Menno (SD),17,Menno-Scotland (SD)
Menno-Scotland (SD),14,Menno-Scotland (SD)
Milbank (SD),482,Milbank (SD)
Miller (SD),353,Miller (SD)
Miller Sunshine Bible Academy (SD),249,Miller Sunshine Bible Academy (SD)
Miller Sunshine Bible (SD),17,Miller Sunshine Bible Academy (SD)
Mission Todd County (SD),347,Mission Todd County (SD)
Mitchell (SD),692,Mitchell (SD)
Mobridge (SD),321,Mobridge (SD)
Mobridge Northwestern Lutheran Academy (SD),17,Mobridge Northwestern Lutheran Academy (SD)
Mobridge Northwestern Lutheran (SD),1,Mobridge Northwestern Lutheran Academy (SD)
Mobridge-Pollock (SD),147,Mobridge-Pollock (SD)
Mobridge Pollock (SD),18,Mobridge-Pollock (SD)
Montrose (SD),169,Montrose (SD)
Mount Vernon (SD),107,Mount Vernon (SD)
Mt. Vernon (SD),35,Mount Vernon (SD)
Mt. Vernon-Plankinton (SD),99,Mount Vernon-Plankinton (SD)
Mount Vernon-Plankinton (SD),14,Mount Vernon-Plankinton (SD)
Murdo Jones County (SD),125,Murdo Jones County (SD)
Murdo (SD),1,Murdo Jones County (SD)
Murdo Jones County-Midland (SD),265,Murdo Jones County-Midland (SD)
New Underwood (SD),376,New Underwood (SD)
Newell (SD),403,Newell (SD)
North Sioux City Dakota Valley (SD),286,North Sioux City Dakota Valley (SD)
Oelrichs (SD),156,Oelrichs (SD)
Oelrich (SD),1,Oelrichs (SD)
Oldham-Ramona-Rutland (SD),270,Oldham-Ramona-Rutland (SD)
Onida Sully Buttes (SD),470,Onida Sully Buttes (SD)
Parker (SD),393,Parker (SD)
Parkston (SD),447,Parkston (SD)
Philip (SD),413,Philip (SD)
Pierre Riggs (SD),416,Pierre T.F. Riggs (SD)
Pierre T.F. Riggs (SD),204,Pierre T.F. Riggs (SD)
Pine Ridge (SD),303,Pine Ridge (SD)
Pine Ridge Red Cloud (SD),305,Pine Ridge Red Cloud (SD)
Plankinton-White Lake (SD),294,Plankinton-White Lake (SD)
Plankinton-Wall Lake (SD),1,Plankinton-White Lake (SD)
Platte (SD),252,Platte (SD)
Platte-Geddes (SD),86,Platte-Geddes (SD)
Platte Geddes (SD),18,Platte-Geddes (SD)
Presho Lyman (SD),333,Presho Lyman (SD)
Presho Lyman County (SD),2,Presho Lyman (SD)
Ramona Oldham Ramona (SD),18,Ramona-Oldham (SD)
Ramona-Oldham (SD),1,Ramona-Oldham (SD)
Ramona-Rutland (SD),164,Ramona-Rutland (SD)
Rutland-Ramona (SD),3,Ramona-Rutland (SD)
Rapid City Central (SD),789,Rapid City Central (SD)
Rapid City Christian (SD),196,Rapid City Christian (SD)
Rapid City More (SD),288,Rapid City More (SD)
Rapid City St.Martin'sAcademy (SD),5,Rapid City St.Martin's Academy (SD)
St. Martins (SD),1,Rapid City St.Martin's Academy (SD)
St. Martin's (SD),1,Rapid City St.Martin's Academy (SD)
Rapid City Stevens (SD),536,Rapid City Stevens (SD)
Redfield-Doland (SD),315,Redfield-Doland (SD)
Revillo Grant-Deuel (SD),318,Revillo Grant-Deuel (SD)
Ridgeview Tiospaye Topa (SD),17,Ridgeview Tiospaye Topa (SD)
RidgeviewTiospaye Topa (SD),4,Ridgeview Tiospaye Topa (SD)
Rosholt Tri-State co-op [Rosholt-Fairmount-Campbell-Tintah] (SD),18,Rosholt Tri-State co-op [Rosholt-Fairmount-Campbell-Tintah] (SD)
Rosholt Tri St. ate (SD),8,Rosholt Tri-State co-op [Rosholt-Fairmount-Campbell-Tintah] (SD)
Roslyn (SD),181,Roslyn (SD)
St.FrancisIndian (SD),139,Saint Francis Indian (SD)
Saint Francis Indian (SD),108,Saint Francis Indian (SD)
St. Francis Indian (SD),50,Saint Francis Indian (SD)
Saint Francis Indian School (SD),2,Saint Francis Indian (SD)
Salem McCook Central (SD),183,Salem McCook Central (SD)
Scotland (SD),381,Scotland (SD)
Selby (SD),197,Selby (SD)
Sioux Falls Lincoln (SD),564,Sioux Falls Lincoln (SD)
Sioux Falls O'Gorman (SD),541,Sioux Falls O'Gorman (SD)
Sioux Falls Ogorman (SD),18,Sioux Falls O'Gorman (SD)
Sioux Falls Roosevelt (SD),345,Sioux Falls Roosevelt (SD)
Sioux Falls St. Joseph's Cathedral (SD),48,Sioux Falls St. Joseph's Cathedral (SD)
Sioux Falls St. Joseph Cathedral (SD),1,Sioux Falls St. Joseph's Cathedral (SD)
Sioux Falls Washington (SD),864,Sioux Falls Washington (SD)
Sioux Falls Wasington (SD),11,Sioux Falls Washington (SD)
Sioux Washington (SD),1,Sioux Falls Washington (SD)
Sisseton (SD),476,Sisseton (SD)
Spearfish (SD),532,Spearfish (SD)
Stephan Crow Creek (SD),240,Stephan Crow Creek (SD)
Stickney-Mt. Vernon (SD),175,Stickney-Mount Vernon (SD)
Mount Vernon-Stickney (SD),42,Stickney-Mount Vernon (SD)
Sturgis (SD),356,Sturgis (SD)
Sturgis Brown (SD),211,Sturgis Brown (SD)
Tea (SD),221,Tea (SD)
Timber Lake (SD),208,Timber Lake (SD)
Timber Lake-Isabel (SD),237,Timber Lake-Isabel (SD)
Tripp-Delmont (SD),276,Tripp-Delmont (SD)
Tripp Delmont (SD),19,Tripp-Delmont (SD)
Tyndall Bon Homme (SD),419,Tyndall Bon Homme (SD)
Vermillion (SD),568,Vermillion (SD)
Viborg (SD),201,Viborg (SD)
Viborg-Hurley (SD),212,Viborg-Hurley (SD)
Viborg Hurley (SD),19,Viborg-Hurley (SD)
Viborg-Huron (SD),2,Viborg-Hurley (SD)
Volga Sioux Valley (SD),334,Volga Sioux Valley (SD)
Wagner (SD),435,Wagner (SD)
Wall (SD),419,Wall (SD)
