Alias_Name,GameCount,Standardized_Name
Rock Springs JV (WY),39,Rock Springs JV (WY)
Rock Springs Sophs (WY),2,Rock Springs JV (WY)
Saint Mary's (WY),324,Saint Mary's (WY)
Saint Stephens (WY),142,Saint Stephens (WY)
Saratoga (WY),594,Saratoga (WY)
Sheridan (WY),1031,Sheridan (WY)
Sheridan JV (WY),59,Sheridan JV (WY)
Sheridan Sophomores (WY),4,Sheridan JV (WY)
Sheridan Normative Services (WY),164,Sheridan Normative Services (WY)
Shoshoni (WY),647,Shoshoni (WY)
Sundance (WY),708,Sundance (WY)
Sunrise (WY),214,Sunrise (WY)
Superior (WY),261,Superior (WY)
Ten Sleep (WY),492,Ten Sleep (WY)
Thermopolis Hot Springs (WY),16,Thermopolis Hot Springs County (WY)
Thermopolis Hot Springs County (WY),877,Thermopolis Hot Springs County (WY)
Thermopolis JH (WY),1,Thermopolis JV (WY)
Thermopolis JV (WY),28,Thermopolis JV (WY)
Torrington (WY),947,Torrington (WY)
University of Wyoming Freshman (WY),6,University of Wyoming Frosh (WY)
Upton (WY),595,Upton (WY)
Upton Sundance (WY),15,Upton-Sundance (WY)
Upton-Sundance (WY),108,Upton-Sundance (WY)
Wheatland (WY),855,Wheatland (WY)
Worland (WY),938,Worland (WY)
Wright (WY),355,Wright (WY)
Yoder Southeast (WY),428,Yoder Southeast (WY)
