Alias_Name,GameCount,Standardized_Name
Deerfield Beach Somerset Academy Key (FL),16,Deerfield Beach Somerset Academy (FL)
Deerfield Beach Zion Lutheran (FL),159,Deerfield Beach Zion Lutheran (FL)
Deerfield Beach Zion Lutheran Christian (FL),2,Deerfield Beach Zion Lutheran (FL)
DeFuniak Springs (FL),53,DeFuniak Springs Walton (FL)
DeFuniak Springs Walton (FL),389,DeFuniak Springs Walton (FL)
Defuniak Springs Walton County (FL),1,DeFuniak Springs Walton (FL)
Defunkia Springs (FL),1,DeFuniak Springs Walton (FL)
DeLand (FL),471,DeLand (FL)
Delray Beach American Heritage (FL),277,Delray Beach American Heritage (FL)
Delray Beach Atlantic Community (FL),545,Delray Beach Atlantic Community (FL)
Deltona (FL),312,Deltona (FL)
Deltona Pine Ridge (FL),259,Deltona Pine Ridge (FL)
Deltona Trinity Christian Academy (FL),220,Deltona Trinity Christian Academy (FL)
Doral Academy (FL),213,Doral Academy (FL)
Dover Specially Fit Academy (FL),5,Dover Specially Fit Academy (FL)
Dover Strawberry Crest (FL),168,Dover Specially Fit Academy (FL)
Dugallie (FL),1,Dunedin (FL)
Dunedin (FL),467,Dunedin (FL)
Dunnellon (FL),442,Dunnellon (FL)
Eagle Lake Lake Region (FL),280,Eagle Lake Lake Region (FL)
Eastpoint Franklin County (FL),185,Eastpoint Franklin County (FL)
Eatonville Waymore Tech (FL),1,Eatonville Wymore Tech (FL)
Eatonville Wymore (FL),1,Eatonville Wymore Tech (FL)
Eatonville Wymore Tech (FL),1,Eatonville Wymore Tech (FL)
Eatonville WymoreTech (FL),115,Eatonville Wymore Tech (FL)
Englewood Lemon Bay (FL),407,Englewood Lemon Bay (FL)
Estero (FL),349,Estero (FL)
Eustis (FL),484,Eustis (FL)
Fernandina Beach (FL),394,Fernandina Beach (FL)
Florida School for the Deaf & Blind (FL),15,Florida School for the Deaf (FL)
Florida School for the Deaf (FL),233,Florida School for the Deaf (FL)
Saint Augustine Florida School (FL),18,Florida School for the Deaf (FL)
Saint Augustine Florida School for the Deaf (FL),29,Florida School for the Deaf (FL)
St. Augustine Florida School for the Deaf and Blind (FL),7,Florida School for the Deaf (FL)
Fort Lauderdale (FL),447,Fort Lauderdale (FL)
Fort Lauderdale Archbishop McCarthy (FL),238,Fort Lauderdale Archbishop McCarthy (FL)
Fort Lauderdale Calvary Christian Academy (FL),221,Fort Lauderdale Calvary Christian Academy (FL)
Fort Lauderdale Cardinal Gibbons (FL),432,Fort Lauderdale Cardinal Gibbons (FL)
"Fort Lauderdale Cardinal Gibbons""""B"""" (FL)",1,Fort Lauderdale Cardinal Gibbons B (FL)
Fort Lauderdale Dillard (FL),422,Fort Lauderdale Dillard (FL)
Fort Lauderdale Pine Crest (FL),360,Fort Lauderdale Pine Crest (FL)
Fort Lauderdale Saint Thomas Aquinas (FL),605,Fort Lauderdale Saint Thomas Aquinas (FL)
Fort Lauderdale St. ranahan Mighty (FL),18,Fort Lauderdale Stranahan (FL)
Fort Lauderdale Stranahan (FL),434,Fort Lauderdale Stranahan (FL)
Fort Lauderdale Westminster Academy (FL),276,Fort Lauderdale Westminster Academy (FL)
Fort Meade (FL),10,Fort Meade (FL)
FortMeade (FL),479,Fort Meade (FL)
Fort Meyers (FL),2,Fort Myers (FL)
Fort Myers (FL),642,Fort Myers (FL)
Fort Myers Bishop Verot (FL),425,Fort Myers Bishop Verot (FL)
Fort Myers Cypress Lake (FL),413,Fort Myers Cypress Lake (FL)
Fort Myers Cypress Lakes (FL),5,Fort Myers Cypress Lake (FL)
Fort Myers Dunbar (FL),266,Fort Myers Dunbar (FL)
Fort Myers Evangelical Christian (FL),283,Fort Myers Evangelical Christian (FL)
Fort Myers Gateway (FL),19,Fort Myers Gateway Charter (FL)
Fort Myers Gateway Charter (FL),190,Fort Myers Gateway Charter (FL)
Fort Myers Riverdale (FL),393,Fort Myers Riverdale (FL)
Fort Myers Southwest Florida (FL),19,Fort Myers Southwest Florida Christian (FL)
Fort Myers Southwest Florida Christian (FL),140,Fort Myers Southwest Florida Christian (FL)
Fort Pierce Central (FL),534,Fort Pierce Central (FL)
Fort Pierce John Carroll (FL),106,Fort Pierce John Carroll Catholic (FL)
Fort Pierce John Carroll Catholic (FL),239,Fort Pierce John Carroll Catholic (FL)
Fort Pierce St.AnastasiaCatholic (FL),2,Fort Pierce St. Anastasia Catholic (FL)
Fort Pierce St. Lucie Christian (FL),12,Fort Pierce St. Lucie Christian (FL)
Fort Pierce St. Lucie County (FL),1,Fort Pierce St. Lucie Christian (FL)
Fort Pierce Westwood (FL),415,Fort Pierce Westwood (FL)
Fort Walton Beach (FL),488,Fort Walton Beach (FL)
Ft. Walton (FL),5,Fort Walton Beach (FL)
Ft. Walton Beach (FL),17,Fort Walton Beach (FL)
Fort Walton Beach Choctawhatchee (FL),585,Fort Walton Beach Choctawhatchee (FL)
Fort White (FL),256,Fort White (FL)
Freeport (FL),335,Freeport (FL)
Frostproof (FL),478,Frostproof (FL)
Gainesville (FL),774,Gainesville (FL)
GainesvilleBuchholz (FL),552,Gainesville Buchholz (FL)
Gainesville Eastside (FL),439,Gainesville Eastside (FL)
Gainesville Oak Hall (FL),268,Gainesville Oak Hall (FL)
Gainesville P.K. Yonge (FL),382,Gainesville P.K. Yonge (FL)
Gainesville P.K. Younge (FL),1,Gainesville P.K. Yonge (FL)
Gainesville Saint Francis (FL),16,Gainesville Saint Francis Catholic (FL)
Gainesville Saint Francis Catholic (FL),167,Gainesville Saint Francis Catholic (FL)
Gainesville Yonge (FL),25,Gainesville Saint Francis Catholic (FL)
Gibsonton East Bay (FL),485,Gibsonton East Bay (FL)
Glen Saint Mary Baker County (FL),65,Glen St. Mary Baker County (FL)
Glen St. Mary Baker County (FL),327,Glen St. Mary Baker County (FL)
Graceville (FL),440,Graceville (FL)
Green Cove Springs Clay (FL),424,Green Cove Springs Clay (FL)
Green Cove Springs Clay County (FL),5,Green Cove Springs Clay (FL)
Greenacres Leonard (FL),324,Greenacres Leonard (FL)
Groveland South Lake (FL),281,Groveland South Lake (FL)
Gulf Breeze (FL),424,Gulf Breeze (FL)
Gulfport Boca Ciega (FL),9,Gulfport Boca Ciega (FL)
Gulfport BocaCiega (FL),469,Gulfport Boca Ciega (FL)
Haines City (FL),510,Haines City (FL)
Hallandale (FL),341,Hallandale (FL)
Harmony (FL),224,Harmony (FL)
Hastings Harris (FL),2,Hastings Walter E. Harris (FL)
Hastings Walter E. Harris (FL),2,Hastings Walter E. Harris (FL)
Havana Gadsden County (FL),226,Havana Gadsden County (FL)
Hawthorne (FL),390,Hawthorne (FL)
Hialeah (FL),418,Hialeah (FL)
Hialeah American (FL),347,Hialeah American (FL)
Hialeah Gardens Mater Academy Charter (FL),211,Hialeah Gardens Mater Academy Charter (FL)
Hialeah Miami (FL),17,Hialeah-Miami Lakes (FL)
Hialeah Miami-Lakes (FL),12,Hialeah-Miami Lakes (FL)
Hialeah-Miami Lakes (FL),415,Hialeah-Miami Lakes (FL)
Hilliard (FL),384,Hilliard (FL)
Hollywood Avant Garde (FL),10,Hollywood Avant Garde Academy (FL)
Hollywood Avant Garde Academy (FL),26,Hollywood Avant Garde Academy (FL)
Hollywood Chaminade Madonna (FL),22,Hollywood Chaminade-Madonna (FL)
Hollywood Chaminade-Madonna (FL),420,Hollywood Chaminade-Madonna (FL)
Hollywood Hills (FL),456,Hollywood Hills (FL)
Hollywood MacArthur (FL),42,Hollywood McArthur (FL)
Hollywood McArthur (FL),372,Hollywood McArthur (FL)
Hollywood South Broward (FL),453,Hollywood South Broward (FL)
Homestead (FL),342,Homestead (FL)
Homestead Everglades Prep (FL),10,Homestead Everglades Prep Academy (FL)
Homestead Everglades Prep Academy (FL),61,Homestead Everglades Prep Academy (FL)
Homestead South Dade (FL),452,Homestead South Dade (FL)
Hudson (FL),379,Hudson (FL)
Immokalee (FL),434,Immokalee (FL)
Interlachen (FL),380,Interlachen (FL)
Inverness Citrus (FL),418,Inverness Citrus (FL)
Jacksonville Andrew Jackson (FL),645,Jacksonville Andrew Jackson (FL)
Jacksonville Bishop Kenny (FL),440,Jacksonville Bishop Kenny (FL)
Jacksonville Bishop Snyder (FL),209,Jacksonville Bishop Snyder (FL)
Jacksonville Bolles (FL),718,Jacksonville Bolles (FL)
Jacksonville Bolles School (FL),1,Jacksonville Bolles (FL)
Jacksonville Cedar Creek (FL),19,Jacksonville Cedar Creek Christian (FL)
Jacksonville Cedar Creek Christian (FL),163,Jacksonville Cedar Creek Christian (FL)
Jacksonville Christs Church (FL),20,Jacksonville Christ's Church Academy (FL)
Jacksonville Christ's Church Academy (FL),160,Jacksonville Christ's Church Academy (FL)
Jacksonville Duval (FL),33,Jacksonville Duval Charter (FL)
Jacksonville Duval Charter (FL),133,Jacksonville Duval Charter (FL)
Jacksonville Duval Voc (FL),1,Jacksonville Duval Charter (FL)
Jacksonville Eagles View (FL),20,Jacksonville Eagle's View (FL)
Jacksonville Eagle's View (FL),205,Jacksonville Eagle's View (FL)
Jacksonville Eagle's View Academy (FL),1,Jacksonville Eagle's View (FL)
Jacksonville ED White (FL),441,Jacksonville ED White (FL)
Jacksonville White (FL),20,Jacksonville ED White (FL)
Jacksonville Englewood (FL),407,Jacksonville Englewood (FL)
Episcopal School of Jacksonville (FL),39,Jacksonville Episcopal School (FL)
EpiscopalSchool ofJacksonville (FL),2,Jacksonville Episcopal School (FL)
Jacksonville Episcopal School (FL),18,Jacksonville Episcopal School (FL)
Jacksonville Episcopal School of Jacksonville (FL),301,Jacksonville Episcopal School (FL)
Jacksonville First Coast (FL),302,Jacksonville First Coast (FL)
Jacksonville First Coast Christian (FL),141,Jacksonville First Coast (FL)
Jacksonville Forrest (FL),348,Jacksonville Forrest (FL)
Jacksonville Hollis Christian (FL),9,Jacksonville Hollis Christian Academy (FL)
Jacksonville Hollis Christian Academy (FL),14,Jacksonville Hollis Christian Academy (FL)
Jacksonville I.C. (FL),3,Jacksonville Impact Christian Academy (FL)
Jacksonville Impact Christian (FL),19,Jacksonville Impact Christian Academy (FL)
Jacksonville Impact Christian Academy (FL),21,Jacksonville Impact Christian Academy (FL)
Jacksonville Joshua Christian (FL),12,Jacksonville Joshua Christian Academy (FL)
Jacksonville Joshua Christian Academy (FL),12,Jacksonville Joshua Christian Academy (FL)
Jacksonville Lee (FL),760,Jacksonville Lee (FL)
Jacksonville Mandarin (FL),311,Jacksonville Mandarin (FL)
Jacksonville MaranathaChristian (FL),4,Jacksonville Mandarin (FL)
Jacksonville Old Plank (FL),21,Jacksonville Old Plank Christian Academy (FL)
Jacksonville Old Plank Christian Academy (FL),122,Jacksonville Old Plank Christian Academy (FL)
Jacksonville Parker (FL),430,Jacksonville Parker (FL)
Jacksonville Paxon (FL),386,Jacksonville Paxon (FL)
Jacksonville Paxon School (FL),20,Jacksonville Paxon (FL)
Jacksonville Potter's House Christian (FL),116,Jacksonville Potter's House Christian (FL)
Jacksonville Potter's House Christian Academy (FL),1,Jacksonville Potter's House Christian (FL)
Jacksonville Providence School (FL),236,Jacksonville Providence School (FL)
Jacksonville Raines (FL),464,Jacksonville Raines (FL)
Jacksonville Ribault (FL),431,Jacksonville Ribault (FL)
Jacksonville Sandalwood (FL),428,Jacksonville Sandalwood (FL)
Jacksonville St. Paul (FL),3,jacksonville St. Paul's Catholic (FL)
jacksonville St. Paul's Catholic (FL),1,jacksonville St. Paul's Catholic (FL)
Jacksonville St. anton (FL),20,Jacksonville Stanton College Prep (FL)
Jacksonville Stanton College Prep (FL),252,Jacksonville Stanton College Prep (FL)
Jacksonville Temple Christian (FL),44,Jacksonville Temple Christian Academy (FL)
Jacksonville Temple Christian Academy (FL),80,Jacksonville Temple Christian Academy (FL)
Jacksonville Trinity Christian Academy (FL),452,Jacksonville Trinity Christian Academy (FL)
Jacksonville University Christian (FL),453,Jacksonville University Christian (FL)
Jacksonville Victory Christian (FL),4,Jacksonville Victory Christian Academy (FL)
Jacksonville Victory Christian Academy (FL),2,Jacksonville Victory Christian Academy (FL)
Jacksonville VictoryChristian Academy (FL),25,Jacksonville Victory Christian Academy (FL)
Jacksonville Wolfson (FL),394,Jacksonville Wolfson (FL)
Jacksonville Young Kids (FL),16,Jacksonville Young Kids In Motion (FL)
Jacksonville Young Kids In Motion (FL),6,Jacksonville Young Kids In Motion (FL)
Jasper Hamilton County (FL),385,Jasper Hamilton County (FL)
Jay (FL),476,Jay (FL)
Jensen Beach (FL),220,Jensen Beach (FL)
Jupiter (FL),379,Jupiter (FL)
Jupiter Christian (FL),237,Jupiter Christian (FL)
KeyColony Beach (FL),1,Key Colony Beach (FL)
Key West (FL),410,Key West (FL)
"Key West """"B"""" (FL)",1,Key West B (FL)
Key West Mary Immaculate (FL),7,Key West Mary Immaculate Star of The Sea (FL)
Key West Mary Immaculate Star Of The Sea (FL),3,Key West Mary Immaculate Star of The Sea (FL)
Keystone Heights (FL),392,Keystone Heights (FL)
Kissimmee City Of (FL),20,Kissimmee City of Life Christian Academy (FL)
Kissimmee City of Life Christian Academy (FL),132,Kissimmee City of Life Christian Academy (FL)
Kissimmee Gateway (FL),357,Kissimmee Gateway (FL)
Kissimmee Liberty (FL),205,Kissimmee Liberty (FL)
KissimmeeOsceola (FL),519,Kissimmee Osceola (FL)
Kissimmee Poinciana (FL),270,Kissimmee Poinciana (FL)
La Belle (FL),367,La Belle (FL)
LaBelle (FL),19,La Belle (FL)
Lake Butler Union County (FL),442,Lake Butler Union County (FL)
Lake City Columbia (FL),622,Lake City Columbia (FL)
Lake Mary (FL),420,Lake Mary (FL)
Lake Mary Prep (FL),185,Lake Mary Prep (FL)
Lake Placid (FL),350,Lake Placid (FL)
LakeWales (FL),612,Lake Wales (FL)
Lake Worth (FL),400,Lake Worth (FL)
Lake Worth Dr Joaquin (FL),20,Lake Worth Dr. Joaquin Garcia (FL)
Lake Worth Dr. Joaquin Garcia (FL),7,Lake Worth Dr. Joaquin Garcia (FL)
Lake Worth John I. Leonard (FL),2,Lake Worth John L. Leonard (FL)
Lake Worth John L. Leonard (FL),66,Lake Worth John L. Leonard (FL)
Lake Worth JohnLeonard (FL),2,Lake Worth John L. Leonard (FL)
Lake Worth Park Vista (FL),219,Lake Worth Park Vista (FL)
Lakeland (FL),884,Lakeland (FL)
Lakeland Christian (FL),218,Lakeland Christian (FL)
Lakeland Geneva Classical (FL),20,Lakeland Geneva Classical Academy (FL)
Lakeland Geneva Classical Academy (FL),137,Lakeland Geneva Classical Academy (FL)
Lakeland George Jenkins (FL),279,Lakeland George Jenkins (FL)
Lakeland Kathleen (FL),613,Lakeland Kathleen (FL)
Lakeland Lake Gibson (FL),499,Lakeland Lake Gibson (FL)
Lakeland Santa Fe Catholic (FL),309,Lakeland Santa Fe Catholic (FL)
Lakeland Sante Fe Catholic (FL),2,Lakeland Santa Fe Catholic (FL)
Lakeland Victory Christian Academy (FL),267,Lakeland Victory Christian Academy (FL)
Land O Lakes Land O (FL),18,Land O'Lakes (FL)
Land O'Lakes (FL),399,Land O'Lakes (FL)
Land O'Lakes Sunlake (FL),192,Land O'Lakes Sunlake (FL)
Lantana Santaluces (FL),338,Lantana Santaluces (FL)
Lantana SantalucesCommunity (FL),1,Lantana Santaluces (FL)
Largo (FL),623,Largo (FL)
Largo Indian Rocks Christian (FL),280,Largo Indian Rocks Christian (FL)
Largo Pinellas Park (FL),452,Largo Pinellas Park (FL)
Lauderdale Lakes Boyd Anderson (FL),391,Lauderdale Lakes Boyd Anderson (FL)
Lecanto (FL),373,Lecanto (FL)
Lecanto Seven Rivers (FL),22,Lecanto Seven Rivers Christian (FL)
Lecanto Seven Rivers Christian (FL),147,Lecanto Seven Rivers Christian (FL)
Leesburg (FL),466,Leesburg (FL)
Leesburg Yellow (FL),19,Leesburg (FL)
Leesburg First Academy (FL),193,Leesburg First Academy (FL)
Lehigh Acres (FL),252,Lehigh Acres (FL)
Lehigh Acres East Lee (FL),19,Lehigh Acres East Lee County (FL)
